# Enumeration: hand-written level-word literals in src/
#
# Scope: every place in src/ where one of the five SymbolLevel words
# (callable, class, file, namespace, project) is spelled as a string
# literal (single- or double-quoted) AND is used to MEAN the aggregation
# level, classified line by line. SymbolType (declaration kind: class,
# file, namespace, project — no "callable") is a distinct, legitimate
# vocabulary per AGENTS.md's framing and is marked verdict=declaration-kind,
# not counted as a level defect.
#
# METHOD (two passes of different nature, per the task brief):
#   Pass 1 — git grep -nP -e "'(callable|class|file|namespace|project)'" -- src
#            and the double-quoted variant, over the whole src/ tree.
#            NOTE: this repo's git grep -E silently does not support \b/\s
#            (only -P does) — confirmed empirically before relying on -P.
#            276 single-quoted + 50 double-quoted = 326 raw hits, 60 files.
#   Pass 2 — mcp__serena__find_referencing_symbols on SymbolLevel (87 files)
#            and on SymbolType (61 files), 2 Serena calls total, to see
#            which files already read the vocabulary correctly elsewhere
#            (cross-check: every "mixed" file called out in the task brief
#            — Complexity/Coupling Options, the three ComputedMetrics
#            match-arm files, HtmlTreeBuilder, MetricDefinition — appears
#            on one or both Serena lists, confirming they already import
#            SymbolLevel/SymbolType and the flagged lines are genuine
#            hand-written duplicates sitting next to correct usage, not
#            files unaware of the enum).
#
# WHAT THIS DOES NOT SEE (named per channel, each marked covered/not covered):
#   - String constants built by concatenation/interpolation instead of a
#     literal ('na' . 'mespace', sprintf('%s', ...)) — NOT COVERED. grep -P
#     only matches quoted literals; no interpolation-building of a level
#     word was found by eye during file reads, but this is a blind spot.
#   - Level words inside YAML (qmx.yaml, preset files under config/) —
#     NOT COVERED. Grep was scoped to src/ only, per the task; preset YAML
#     and qmx.yaml live outside src/ and use their own (config-schema)
#     reading path, not enumerated here.
#   - HTML/JS templates in src/Reporting/Template/ — PARTIALLY COVERED.
#     src/*.js and tests/*.js are enumerated line-by-line below (104 level
#     rows + 19 unrelated CSS-'class'-attribute rows in martin-diagram.js).
#     dist/*.min.js (generated build bundles) and dev.html (a static
#     local-dev fixture, not part of the shipped dist/ bundle) are each
#     given ONE summary row and NOT exploded per literal — a judgment call,
#     see "спорные" below.
#   - Reflection / dynamic property or method names built from a level
#     word (e.g. "get{$level}Options") — NOT COVERED; none observed by eye,
#     but grep -P cannot rule this out since it only matches whole-word
#     quoted literals.
#
# SUMMARY (326 raw hits total; every hit classified into exactly one row):
#   verdict=level            192 rows (individually listed)
#   verdict=declaration-kind  28 rows (individually listed — SymbolType /
#                                      MetricSubject "subject kind" wire
#                                      vocabulary; NOT a level defect)
#   verdict=unrelated        106 lines, given as 28 one-row-per-file
#                                      summaries (per task instruction)
#
#   level roles:   array-key 26, config-key-read 23, config-key-write 3,
#                  docblock 12, match-arm 29, other 95, published 4
#   level replaceable:  yes 62, no-widens 1, no-other 129
#
# СПОРНЫЕ (решил сам, см. вопрос ниже):
#   1. CLI option names ('namespace'/'class' in CheckCommandDefinition,
#      GraphExportCommand, FormatterContextFactory) — classified as
#      verdict=level (they select by level) but replaceable=no-other: a
#      Symfony Console option name is a public CLI surface string that
#      should NOT be coupled to the internal SymbolLevel spelling (renaming
#      an enum case would otherwise silently break the CLI contract).
#   2. GroupBy.php (Reporting) — a legitimate distinct backed enum mixing
#      level cases (File/ClassName/NamespaceName) with non-level report
#      cases (None/Rule/Severity); classified as verdict=level/no-other
#      rather than declaration-kind or unrelated, since 3 of its cases do
#      mean the aggregation level, but PHP backed-enum values must be
#      literal constant expressions and it only needs 3 of 5 SymbolLevel
#      cases, so it cannot cleanly delegate to SymbolLevel wholesale.
#   3. HtmlTreeBuilder.php:90 'project' — the ['project' => $project, ...]
#      top-level JSON SECTION key (project metadata block), NOT a tree-node
#      $type value; classified unrelated, unlike the four HtmlTreeNode
#      constructor-argument sites a few lines below which ARE level=yes.
#   4. src/Reporting/Template/dev.html (41 hits) and dist/*.min.js (2 hits)
#      — given one summary row each instead of exploded per literal. dev.html
#      is a static hardcoded sample-JSON fixture for `npm run dev` local
#      preview, not part of the built `dist/` bundle asked for by
#      `composer build:js`; dist/*.min.js are generated bundle output. Both
#      excluded from per-line enumeration as out of the "hand-written
#      duplicate in product logic" scope this measurement serves — flagged
#      here rather than silently dropped.
#   5. ComputedMetricOverrideReader.php:92 (explicitly flagged by the task
#      brief) — classified replaceable=no-widens: it is a WRITE-broadcast
#      set for the 'formula' shorthand, not a read domain, and must stay at
#      exactly 3 of SymbolLevel's 5 cases (mapLevel() a few lines below
#      throws for Callable/File). The natural-looking migration —
#      SymbolLevel::cases() — would silently widen acceptance; only a
#      3-named-case substitution is correct.
#   6. FindingExclusionLedger.php:114 and SymbolType.php/MetricSubjectCodec.php
#      as a whole — classified declaration-kind, not level, even though
#      SymbolType's 4 cases spell identically to 4 of SymbolLevel's 5 cases.
#      Per the task's own framing, SymbolType is a distinct, legitimate
#      concept that "stays"; these rows document where its spelling
#      coincides with the level vocabulary without being it.
#
# Columns: file, line, literal, verdict, role, replaceable, evidence
file	line	literal	verdict	role	replaceable	evidence
src/Analysis/Evidence/CodeSmell/UsageTrackingTrait.php	-	(1 lines)	unrelated	-	-	PHP ::class magic-constant name check (excluding it from tracked user constants), not a level
src/Analysis/Evidence/Complexity/CognitiveComplexityOptions.php	57	'callable'	level	config-key-read	yes	reads exactly 2 of SymbolLevel's 5 cases (this Options class has no callable/file/project dimension); naming SymbolLevel::Class_->value etc for these specific keys keeps the same accepted set
src/Analysis/Evidence/Complexity/CognitiveComplexityOptions.php	58	'callable'	level	config-key-read	yes	reads exactly 2 of SymbolLevel's 5 cases (this Options class has no callable/file/project dimension); naming SymbolLevel::Class_->value etc for these specific keys keeps the same accepted set
src/Analysis/Evidence/Complexity/CognitiveComplexityOptions.php	60	'class'	level	config-key-read	yes	reads exactly 2 of SymbolLevel's 5 cases (this Options class has no callable/file/project dimension); naming SymbolLevel::Class_->value etc for these specific keys keeps the same accepted set
src/Analysis/Evidence/Complexity/CognitiveComplexityOptions.php	61	'class'	level	config-key-read	yes	reads exactly 2 of SymbolLevel's 5 cases (this Options class has no callable/file/project dimension); naming SymbolLevel::Class_->value etc for these specific keys keeps the same accepted set
src/Analysis/Evidence/Complexity/ComplexityOptions.php	57	'callable'	level	config-key-read	yes	reads exactly 2 of SymbolLevel's 5 cases (this Options class has no callable/file/project dimension); naming SymbolLevel::Class_->value etc for these specific keys keeps the same accepted set
src/Analysis/Evidence/Complexity/ComplexityOptions.php	58	'callable'	level	config-key-read	yes	reads exactly 2 of SymbolLevel's 5 cases (this Options class has no callable/file/project dimension); naming SymbolLevel::Class_->value etc for these specific keys keeps the same accepted set
src/Analysis/Evidence/Complexity/ComplexityOptions.php	60	'class'	level	config-key-read	yes	reads exactly 2 of SymbolLevel's 5 cases (this Options class has no callable/file/project dimension); naming SymbolLevel::Class_->value etc for these specific keys keeps the same accepted set
src/Analysis/Evidence/Complexity/ComplexityOptions.php	61	'class'	level	config-key-read	yes	reads exactly 2 of SymbolLevel's 5 cases (this Options class has no callable/file/project dimension); naming SymbolLevel::Class_->value etc for these specific keys keeps the same accepted set
src/Analysis/Evidence/Complexity/NpathComplexityOptions.php	57	'callable'	level	config-key-read	yes	reads exactly 2 of SymbolLevel's 5 cases (this Options class has no callable/file/project dimension); naming SymbolLevel::Class_->value etc for these specific keys keeps the same accepted set
src/Analysis/Evidence/Complexity/NpathComplexityOptions.php	58	'callable'	level	config-key-read	yes	reads exactly 2 of SymbolLevel's 5 cases (this Options class has no callable/file/project dimension); naming SymbolLevel::Class_->value etc for these specific keys keeps the same accepted set
src/Analysis/Evidence/Complexity/NpathComplexityOptions.php	60	'class'	level	config-key-read	yes	reads exactly 2 of SymbolLevel's 5 cases (this Options class has no callable/file/project dimension); naming SymbolLevel::Class_->value etc for these specific keys keeps the same accepted set
src/Analysis/Evidence/Complexity/NpathComplexityOptions.php	61	'class'	level	config-key-read	yes	reads exactly 2 of SymbolLevel's 5 cases (this Options class has no callable/file/project dimension); naming SymbolLevel::Class_->value etc for these specific keys keeps the same accepted set
src/Analysis/Evidence/ComputedMetrics/ComputedMetricDefaults.php	25	'class'	level	array-key	yes	default per-level formula array key; only the 3 SymbolType/SymbolLevel cases ComputedMetrics reports at (class/namespace/project) are used, named explicitly rather than iterated, so substituting SymbolLevel::Class_->value etc. does not widen the set
src/Analysis/Evidence/ComputedMetrics/ComputedMetricDefaults.php	28	'namespace'	level	array-key	yes	default per-level formula array key; only the 3 SymbolType/SymbolLevel cases ComputedMetrics reports at (class/namespace/project) are used, named explicitly rather than iterated, so substituting SymbolLevel::Class_->value etc. does not widen the set
src/Analysis/Evidence/ComputedMetrics/ComputedMetricDefaults.php	30	'project'	level	array-key	yes	default per-level formula array key; only the 3 SymbolType/SymbolLevel cases ComputedMetrics reports at (class/namespace/project) are used, named explicitly rather than iterated, so substituting SymbolLevel::Class_->value etc. does not widen the set
src/Analysis/Evidence/ComputedMetrics/ComputedMetricDefaults.php	44	'class'	level	array-key	yes	default per-level formula array key; only the 3 SymbolType/SymbolLevel cases ComputedMetrics reports at (class/namespace/project) are used, named explicitly rather than iterated, so substituting SymbolLevel::Class_->value etc. does not widen the set
src/Analysis/Evidence/ComputedMetrics/ComputedMetricDefaults.php	45	'namespace'	level	array-key	yes	default per-level formula array key; only the 3 SymbolType/SymbolLevel cases ComputedMetrics reports at (class/namespace/project) are used, named explicitly rather than iterated, so substituting SymbolLevel::Class_->value etc. does not widen the set
src/Analysis/Evidence/ComputedMetrics/ComputedMetricDefaults.php	59	'class'	level	array-key	yes	default per-level formula array key; only the 3 SymbolType/SymbolLevel cases ComputedMetrics reports at (class/namespace/project) are used, named explicitly rather than iterated, so substituting SymbolLevel::Class_->value etc. does not widen the set
