# Х17 «обещание против эффекта»: конфигурационные корни ВНЕ `rules:`
#
# Дата: 2026-09-11.  Дерево: 6a833ab8fcd5004e964e32a59bfeb9978c39739c (ветка x17-promise-effect, рабочее дерево чистое).  PHP 8.5.9.
#
# ВОПРОС: класс «ключ распознан, отказа нет, эффект не тот, что обещан» живёт только под `rules:` или и под остальными корнями?
# ОТВЕТ: и под остальными — но форма дефекта там ДРУГАЯ. Под `rules:` доминирует молчаливое приведение. Вне `rules:` доминирует
# ОТКАЗ на том написании, которое документация объявила всегда допустимым (`~`), плюс два места, падающие внутренней ошибкой.
#
# --- ЧЕМ ПОЛУЧЕНО ---
# Знаменатель снят машинно: scratchpad/enum-roots/enumerate.php → ConfigSchema::allowedRootKeys() = 17 корней
#   (architecture cache computedMetrics coupling disabledRules exclude excludeHealth failOn format includeGenerated
#    memoryLimit onlyRules parallel paths rules suppressNamespaces suppressPaths);
#   sectionKeys() = cache parallel coupling; listKeys() = paths exclude disabledRules onlyRules suppressPaths suppressNamespaces excludeHealth;
#   associativeRootKeys() = cache parallel coupling rules architecture computedMetrics; DOCUMENT_ROOTS = coupling computedMetrics excludeHealth architecture;
#   allowedSectionSubKeys() = cache:[dir,enabled] parallel:[workers] coupling:[frameworkNamespaces].
# `rules` измерен другим агентом и здесь не перемерялся → 16 корней. Схема перечисляет 4 листа (cache.dir, cache.enabled,
#   parallel.workers, coupling.frameworkNamespaces). Внутренность architecture / computedMetrics / excludeHealth не перечисляет НИКТО:
#   их листья выбраны мной по website/docs/getting-started/configuration.md (architecture: layers, allow, coverage-gap, max_expanded_layers)
#   и website/docs/reference/health-scores.md (computed_metrics.<имя>: warning, enabled, formula; сам <имя>; элементы списка exclude_health).
#   Этот выбор И ЕСТЬ перечисление — он не выведен из кода и не полон.
# ИТОГО ЕДИНИЦ ПРОБЫ: 29 (16 корней + 4 листа схемы + 9 листьев свободной формы), не 17: брифовое число считало корни, а не единицы пробы.
#
# Стенд: собственный проект-пробник scratchpad/enum-roots/probe (4 файла, неймспейсы Probe\Domain, Probe\Infra, Probe\Sub,
#   Probe\Generated с меткой @generated; Infra зависит от Domain, Sub и Symfony\...\Command).  `src/` самого репозитория как вход не использовался.
# Команда: bin/qmx -d <probe> check src --workers=0 --no-cache --no-progress --format=json --fail-on=none (инварианты снимались — см. колонку «снятый инвариант»).
# Exit снимался БЕЗ пайпа. Дайджест = md5(10 знаков) по отсортированному кортежу (file,line,channel,severity,message) из `violations`, плюс n=число находок.
#
# СТЕНД ДОКАЗАН: `bogus_key: 1` в <probe>/qmx.yaml → exit 3, «Configuration error: Unknown configuration key: "bogus_key"».
#   Значит файл действительно читается и молчание ниже — молчание продукта, а не непрочитанного конфига.
#
# КОНТРОЛИ (дайджест на пробнике):
#   ключ не написан вовсе (пустой конфиг)                 d9a9924877/n=28   exit 0
#   paths: [src/Domain]                                   3e0da21dbb/n=12
#   exclude: [Sub]                                        aa9915064d/n=21
#   disabled_rules: [code-smell.long-parameter-list]      572af17289/n=25
#   only_rules: [complexity.ccn]                          a0faee0744/n=1
#   suppress_paths: [src/Sub]                             5c5ffe7e23/n=22
#   suppress_namespaces: [Probe\Sub]                      7d14b0ba9d/n=21
#   coupling.framework_namespaces: [Zzz\Nope]             fe0528e1c1/n=29   (срабатывает coupling.unmatched-framework-namespace)
#   computed_metrics: health.complexity {warning:99,error:98}  05a21302c6/n=34
#   architecture: 3 слоя + allow                          f4e60546e0/n=29
#   include_generated: true                               9f77d697cd/n=35
#   exclude_health: [complexity]  (наблюдаемое — блок health) 8a71da3eb8/dims=cohesion,coupling,maintainability,overall,typing
#                                 против контроля-отсутствия 5cb57a7940/dims=cohesion,complexity,coupling,maintainability,overall,typing
#   format: json (наблюдаемое — stdout)                   «{ "meta"…», 43890 байт; контроль-отсутствие — «Qualimetrix dev-main — 3 fil…», 5020 байт
#   fail_on: none (наблюдаемое — exit)                    0; контроль-отсутствие 2
#   cache: {dir: probe-cache} (наблюдаемое — каталог)     probe-cache создан, 4 файла; контроль-отсутствие — создан .qmx-cache
#   parallel: {workers: 3} (наблюдаемое — "requestedWorkers" в --log-file=… --log-level=debug)  3; контроль-отсутствие null
#   memory_limit: 1M (наблюдаемое — отказ)                exit 3 «Cannot set requested memory_limit.»; доказывает, что значение доходит до потребителя
#
# КЛАССЫ ВЕРДИКТА (шесть, а не пять — две формы не укладывались в брифовые):
#   REFUSES            exit 3 + рамка «Configuration error:»
#   REFUSES-UNFRAMED   exit 3, внятное сообщение, НО без рамки «Configuration error:» (и в text-режиме без рамки) — отдельный класс, весь coupling
#   CRASHES            exit 1, «Internal error: …» / TypeError — не отказ и не эффект; выделено, чтобы не слить с REFUSES
#   SILENT-AND-COERCED принято, эффект совпал с названным написанием (в скобках — с каким)
#   SILENT-AND-INERT   принято, эффекта нет, и это НЕ совпадает с обещанием для этого написания
#   NOT OBSERVABLE     дискриминатор не получен: стенд не различает попадание и промах
#
# --- ГДЕ ОБЕЩАНИЕ ПРИ ЭТОМ НАРУШЕНО: РАЗДЕЛЕНИЕ ВЕРДИКТОВ НА ПРАВИЛЬНОЕ И ДЕФЕКТНОЕ ---
# Большинство REFUSES и SILENT-AND-COERCED — ПРАВИЛЬНОЕ поведение: неверный тип отвергнут, `~` дал дефолт.
# ДЕФЕКТНЫ 21 строка из 85, в 16 единицах пробы из 29, в 13 корнях из 16. Состав объединения (пересечения посчитаны, не сложены):
#   8  SILENT-AND-INERT — принято, эффекта нет, и об этом не сказано
#        (paths/map, exclude/map, format/bool, format/list, disabled_rules/map, only_rules/map, cache.dir/bool, cache.dir/list)
#   5  CRASHES — внутренняя ошибка вместо отказа
#        (suppress_paths/map, suppress_namespaces/map, cache/list, parallel/list, coupling/list)
#   6  отказ на `~` там, где остальные 15 мест продукта трактуют `~` как «взять дефолт»
#        (coupling, coupling.frameworkNamespaces, computed_metrics, exclude_health, architecture, computed_metrics.<имя>.enabled)
#   4  REFUSES-UNFRAMED — дефект ФОРМЫ ответа, не эффекта: exit 3 без рамки «Configuration error:» (все четыре — coupling)
#        Плюс той же формой отвечает и эталонная строка format: nonsense, не попавшая в таблицу.
#   Две coupling-строки на `~` входят одновременно в п.3 и п.4, поэтому объединение = 8+5+6+4-2 = 21.
# Про источник обещания `~`: абзац website/docs/getting-started/configuration.md:750 («this is always valid») стоит ВНУТРИ раздела про `rules:`,
#   поэтому как общий контракт он не цитируется. Общее обещание берётся из кода: докблок YamlConfigLoader::validateScalarTypes
#   («A `~` / null value is a valid "use the default" idiom and is not checked») плюс ConfigDataNormalizer::normalize, который отбрасывает null
#   (`$value !== null`) для КАЖДОГО ключа ENTRIES. Четыре DOCUMENT_ROOTS обходят этот путь через array_key_exists — на них обещание не действует.
#
# --- ЧЕГО ЭТОТ СПОСОБ НЕ ВИДИТ ---
# 1. Единственный пробник и один набор правил: находка, для которой на этом пробнике эффекта не существует, неотличима от инертности.
#    Именно так вышло с cache.enabled — см. строку NOT OBSERVABLE и примечание к ней.
# 2. Только три формы значения на единицу. Не измерялись: неверный тип ЭЛЕМЕНТА списка (кроме exclude_health), отрицательные/нулевые числа,
#    пустые строка и список, дубликаты ключей, регистр и snake/camel-написание, взаимодействие двух корней, слои preset/CLI поверх YAML.
# 3. Наблюдаемое «нет разницы в находках» слепо к тому, что не публикуется находкой: внутренние решения, порядок фаз, потребление памяти.
# 4. `rules:` не измерялся здесь вовсе. Кросс-корневые сочетания не измерялись.
# 5. Листья свободной формы выбраны по документации, а не выведены из кода: невыбранные листья не измерены и их число неизвестно.
# 6. Каждая строка — один прогон. Недетерминизм не проверялся повторами.
#
unit	form	config_written	observable	dropped_invariant	exit	observed	verdict	note
paths	null	paths: ~	violations digest	CLI-аргумент путей (позиционный `src`)	0	d9a9924877/n=28	SILENT-AND-COERCED(ключ не написан)	совпадает с обещанием «~ = дефолт»
paths	bool	paths: true	violations digest	CLI-аргумент путей	3	Configuration error: "paths" must be a list	REFUSES	
paths	map-for-list	paths: {a: src/Domain}	violations digest	CLI-аргумент путей	0	d9a9924877/n=28	SILENT-AND-INERT	карта проходит !is_array, затем RunConfigurationResolver::lastStringList требует array_is_list и молча берёт дефолт
exclude	null	exclude: ~	violations digest	—	0	d9a9924877/n=28	SILENT-AND-COERCED(ключ не написан)	
exclude	bool	exclude: true	violations digest	—	3	Configuration error: "exclude" must be a list	REFUSES	
exclude	map-for-list	exclude: {a: Sub}	violations digest	—	0	d9a9924877/n=28	SILENT-AND-INERT	тот же механизм array_is_list
format	null	format: ~	stdout shape	--format	0	Qualimetrix dev-main…/5020 байт	SILENT-AND-COERCED(дефолт summary)	
format	bool	format: true	stdout shape	--format	0	Qualimetrix dev-main…/5020 байт	SILENT-AND-INERT	КОНТРАСТ: format: nonsense отказывает — exit 3, stderr «Formatter "nonsense" not found. Available formatters: …», БЕЗ рамки «Configuration error:». Строку проверяют, bool — нет
format	list-for-scalar	format: [json]	stdout shape	--format	0	Qualimetrix dev-main…/5020 байт	SILENT-AND-INERT	у SCALAR-корней нет ни проверки типа, ни scalarType в ENTRIES
disabled_rules	null	disabled_rules: ~	violations digest	—	0	d9a9924877/n=28	SILENT-AND-COERCED(ключ не написан)	
disabled_rules	bool	disabled_rules: true	violations digest	—	3	Configuration error: "disabled_rules" must be a list	REFUSES	
disabled_rules	map-for-list	disabled_rules: {a: code-smell.long-parameter-list}	violations digest	—	0	d9a9924877/n=28	SILENT-AND-INERT	правило НЕ выключено, и об этом не сказано
only_rules	null	only_rules: ~	violations digest	—	0	d9a9924877/n=28	SILENT-AND-COERCED(ключ не написан)	
only_rules	bool	only_rules: true	violations digest	—	3	Configuration error: "only_rules" must be a list	REFUSES	
only_rules	map-for-list	only_rules: {a: complexity.ccn}	violations digest	—	0	d9a9924877/n=28	SILENT-AND-INERT	самый дорогой из инертных: автор думает, что сузил прогон до одного правила, получает все 28
suppress_paths	null	suppress_paths: ~	violations digest	—	0	d9a9924877/n=28	SILENT-AND-COERCED(ключ не написан)	
suppress_paths	bool	suppress_paths: true	violations digest	—	3	Configuration error: "suppress_paths" must be a list	REFUSES	
suppress_paths	map-for-list	suppress_paths: {a: src/Sub}	violations digest	—	1	Internal error: array_push() does not accept unknown named parameters	CRASHES	ConfiguredFindingExclusionsResolver распаковывает карту в array_push(...$map)
suppress_namespaces	null	suppress_namespaces: ~	violations digest	—	0	d9a9924877/n=28	SILENT-AND-COERCED(ключ не написан)	
suppress_namespaces	bool	suppress_namespaces: true	violations digest	—	3	Configuration error: "suppress_namespaces" must be a list	REFUSES	
suppress_namespaces	map-for-list	suppress_namespaces: {a: Probe\Sub}	violations digest	—	1	Internal error: array_push() does not accept unknown named parameters	CRASHES	то же место
fail_on	null	fail_on: ~	exit code	--fail-on	2	2 (как при отсутствии ключа)	SILENT-AND-COERCED(дефолт error)	
fail_on	bool	fail_on: true	exit code	--fail-on	3	Configuration error (рамка есть)	REFUSES	
fail_on	list-for-scalar	fail_on: [none]	exit code	--fail-on	3	Configuration error (рамка есть)	REFUSES	единственный SCALAR-корень, проверяющий форму полностью
cache	null	cache: ~	каталог кеша на диске	--no-cache	0	создан .qmx-cache (как при отсутствии ключа)	SILENT-AND-COERCED(ключ не написан)	контраст с четырьмя DOCUMENT_ROOTS ниже, где ровно это написание отказывает
cache	bool	cache: true	каталог кеша	--no-cache	3	Configuration error: "cache" must be an associative array	REFUSES	
cache	list-for-map	cache: [dir]	каталог кеша	--no-cache	1	Internal error: YamlConfigLoader::findOriginalSubKey(): Argument #2 must be of type string, int given	CRASHES	падает сам загрузчик, на пути формирования сообщения об ошибке
cache.dir	null	cache: {dir: ~}	каталог кеша	--no-cache	0	создан .qmx-cache	SILENT-AND-COERCED(дефолт .qmx-cache)	
cache.dir	bool	cache: {dir: true}	каталог кеша	--no-cache	0	создан .qmx-cache	SILENT-AND-INERT	CacheConfigurationResolver: is_string-страж молча роняет значение; у cache.dir нет scalarType в ENTRIES
cache.dir	list-for-scalar	cache: {dir: [probe-cache]}	каталог кеша	--no-cache	0	создан .qmx-cache	SILENT-AND-INERT	то же
cache.enabled	null	cache: {dir: probe-cache, enabled: ~}	каталог кеша + повторный прогон + отравленный кеш	--no-cache	0	неотличимо от enabled: true и от enabled: false	NOT OBSERVABLE	дискриминатор НЕ получен: enabled true/false/~ и даже CLI --no-cache дают одно и то же (каталог создаётся, 4 файла; второй прогон не парсит; отравленный кеш переживается). Промаха от попадания стенд не отличает → это испорченное наблюдение, а не молчание. ВОСПРОИЗВЕДЕНО ИЗОЛИРОВАННО: без qmx.yaml вовсе, с --no-cache и чистым каталогом, .qmx-cache создаётся и в нём 3 файла .cache. То есть выключатель кеша не держит и на CLI-двери. Это за рамками данного измерения (речь о YAML-корнях) — но самое дорогое из увиденного и требует отдельного захода
cache.enabled	string-for-bool	cache: {enabled: "false"}	—	--no-cache	3	Configuration error: Invalid value for "cache.enabled": expected boolean, got string	REFUSES	именно то написание, что под `rules:` молча становится true
cache.enabled	list-for-scalar	cache: {enabled: [false]}	—	--no-cache	3	Configuration error: Invalid value for "cache.enabled": expected boolean, got array	REFUSES	
parallel	null	parallel: ~	"requestedWorkers" в debug-логе	--workers	0	null (как при отсутствии ключа)	SILENT-AND-COERCED(ключ не написан)	
parallel	bool	parallel: true	"requestedWorkers"	--workers	3	Configuration error: "parallel" must be an associative array	REFUSES	
parallel	list-for-map	parallel: [3]	"requestedWorkers"	--workers	1	Internal error: YamlConfigLoader::findOriginalSubKey(): … int given	CRASHES	то же место загрузчика, что и cache: [dir]
parallel.workers	null	parallel: {workers: ~}	"requestedWorkers"	--workers	0	null	SILENT-AND-COERCED(дефолт auto)	
parallel.workers	string-for-int	parallel: {workers: "3"}	"requestedWorkers"	--workers	3	Configuration error: Invalid value for "parallel.workers": expected integer, got string	REFUSES	
parallel.workers	list-for-scalar	parallel: {workers: [3]}	"requestedWorkers"	--workers	3	Configuration error: Invalid value for "parallel.workers": expected integer, got array	REFUSES	
coupling	null	coupling: ~	violations digest	—	3	coupling must be an associative map.	REFUSES-UNFRAMED	ПРЯМО ПРОТИВОРЕЧИТ документации: «Set a value to `~` … this is always valid». Механизм: ConfigDataNormalizer переносит DOCUMENT_ROOTS через array_key_exists, поэтому null доходит до потребителя, тогда как для ENTRIES-ключей он отбрасывается (`$value !== null`)
coupling	bool	coupling: true	violations digest	—	3	Configuration error: "coupling" must be an associative array	REFUSES	рамка есть — отказывает загрузчик, а не потребитель
coupling	list-for-map	coupling: [x]	violations digest	—	1	Internal error: YamlConfigLoader::findOriginalSubKey(): … int given	CRASHES	
coupling.frameworkNamespaces	null	coupling: {framework_namespaces: ~}	violations digest	—	3	coupling.framework_namespaces must be a list.	REFUSES-UNFRAMED	то же противоречие обещанию `~`, на уровне листа
coupling.frameworkNamespaces	bool	coupling: {framework_namespaces: true}	violations digest	—	3	coupling.framework_namespaces must be a list.	REFUSES-UNFRAMED	
coupling.frameworkNamespaces	map-for-list	coupling: {framework_namespaces: {a: Zzz\Nope}}	violations digest	—	3	coupling.framework_namespaces must be a list.	REFUSES-UNFRAMED	этот корень — единственный, кто отказывает без рамки; sh-детектор «Configuration error:» его не увидел бы
computed_metrics	null	computed_metrics: ~	violations digest	—	3	Configuration error: computed_metrics must be an associative map.	REFUSES	противоречит обещанию `~`
