# Чем получено: value-coercion sites in rule-option classes and in the option
#   factory/parsers, on tree 6a833ab8fcd5004e964e32a59bfeb9978c39739c (x17-promise-effect).
#   Scan: scratchpad script enum-sources/scan_coercions.py, whose scope and regexes are:
#   scope = { every src/**/*Options.php whose text mentions RuleOptionsInterface or
#             LevelOptionsInterface  (49 files) }
#         + src/Analysis/Finding/RuleConfiguration/*.php  (7 files)
#         + src/Analysis/Finding/Contract/Rule/ThresholdParser.php
#         + src/Infrastructure/Console/CliOptionsParser.php
#         = 58 files
#   cast regex : \((int|bool|float|string|array)\)
#   call regex : \b(intval|boolval|floatval|strval|settype|filter_var)\s*\(
#   lines whose trimmed form starts with '*' or '//' are dropped (docblock/comment)
#   class/method context = last matching `class X` / `function y` line above the site
#   key column = literal string subscripts of $config/$options/$merged/$value/$raw/
#                $thresholds/$userConfig on the same line, plus RuleOptionKey::* constants
# Reproduce exactly:
#   python3 <scratchpad>/enum-sources/scan_coercions.py /tmp/coercions.tsv
#
# Чего этот способ не видит:
#   - Coercion by typed constructor/parameter signature. With declare(strict_types=1) those
#     REJECT rather than coerce, so they are a different mechanism, not a missed site — but
#     they are also not listed, so this file is not the inventory of "where a value's type
#     is decided".
#   - Defaulting written as `?? default` without a cast (that is substitution, not coercion;
#     it IS counted whenever a cast wraps it, e.g. `(bool) ($config[X] ?? true)`).
#   - Arithmetic coercion (`+ 0`, `* 1`), `is_numeric()`/`is_string()` gates,
#     `match(true)` dispatch, and casts written inside a closure passed to array_map —
#     the closure body is attributed to the enclosing method, and a cast split across two
#     physical lines is missed entirely (line-oriented regex).
#   - Type reshaping without a cast operator: RuleOptionsFactory::normalizeScalarConfig()
#     (:252) turns a scalar `false` into an array, expandDotNotation() (:298) turns a flat
#     dotted key into nesting, normalizeKeys() (:277) folds separators. None of these
#     matches a cast regex, and all three change what fromArray() receives.
#   - Anything outside the 58-file scope: collectors, rules themselves, the YAML loader
#     (ConfigDataNormalizer), and Symfony's own option parsing.
#   - The scope predicate is a text mention, not a resolved `implements`. A file mentioning
#     an interface only in a docblock would be pulled in (none observed); a rule-option
#     class named other than *Options.php would be missed.
#
# TOTALS
#   sites                    214
#   files with >=1 site       53
#   distinct classes          53
#   by kind:  (int) 112 | (bool) 59 | (float) 32 | (string) 12 | (array) 0
#             intval/boolval/floatval/strval/settype/filter_var: 0
#   by method: fromArray 135 | withOverride 53 | getSeverity 7 | validateNumericFields 4
#              normalizeValue 3 | withVoOverride 2 | 10 further methods with 1 each
#   (getSeverity sites coerce the measured METRIC value, not a config value — 7 of the 214)
#
#   5 of the 58 scope files carry no coercion site at all:
#     src/Analysis/Evidence/ComputedMetrics/ComputedMetricProducerOptions.php
#     src/Analysis/Finding/Contract/Rule/ThresholdParser.php
#     src/Analysis/Finding/RuleConfiguration/RuleOptionsParserFactory.php
#     src/Analysis/Finding/RuleConfiguration/RuleOptionsRegistry.php
#     src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php
#   ThresholdParser being one of them is load-bearing: parse() returns the raw config value
#   untouched (:77-82), so a `threshold` value is cast NOT once centrally but at each of
#   its caller sites — e.g. `(int) $thresholds['warning']` / `(int) $thresholds['error']`,
#   which is where most of the 112 (int) sites come from.
#
# Columns: file<TAB>line<TAB>class<TAB>method<TAB>key<TAB>kind<TAB>source_line
src/Analysis/Evidence/CircularDependency/CircularDependencyOptions.php	34	CircularDependencyOptions	fromArray	RuleOptionKey::ENABLED	cast:(bool)	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/CircularDependency/CircularDependencyOptions.php	35	CircularDependencyOptions	fromArray	max_cycle_size,maxCycleSize	cast:(int)	maxCycleSize: (int) ($config['max_cycle_size'] ?? $config['maxCycleSize'] ?? 0),
src/Analysis/Evidence/CircularDependency/CircularDependencyOptions.php	36	CircularDependencyOptions	fromArray	direct_as_error,directAsError	cast:(bool)	directAsError: (bool) ($config['direct_as_error'] ?? $config['directAsError'] ?? true),
src/Analysis/Evidence/CircularDependency/CircularDependencyOptions.php	54	CircularDependencyOptions	getSeverity	-	cast:(int)	$cycleSize = (int) $value;
src/Analysis/Evidence/CodeSmell/BooleanArgumentOptions.php	54	BooleanArgumentOptions	fromArray	RuleOptionKey::ENABLED	cast:(bool)	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/CodeSmell/BooleanArgumentOptions.php	56	BooleanArgumentOptions	fromArray	-	cast:(bool)	flagPromotedProperties: (bool) $flagPromotedProperties,
src/Analysis/Evidence/CodeSmell/CodeSmellOptions.php	29	CodeSmellOptions	fromArray	RuleOptionKey::ENABLED	cast:(bool)	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/CodeSmell/ConstructorOverinjectionOptions.php	46	ConstructorOverinjectionOptions	fromArray	RuleOptionKey::ENABLED	cast:(bool)	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/CodeSmell/ConstructorOverinjectionOptions.php	47	ConstructorOverinjectionOptions	fromArray	warning	cast:(int)	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/CodeSmell/ConstructorOverinjectionOptions.php	48	ConstructorOverinjectionOptions	fromArray	error	cast:(int)	error: (int) $thresholds['error'],
src/Analysis/Evidence/CodeSmell/ConstructorOverinjectionOptions.php	74	ConstructorOverinjectionOptions	withOverride	-	cast:(int)	warning: $warning !== null ? (int) $warning : $this->warning,
src/Analysis/Evidence/CodeSmell/ConstructorOverinjectionOptions.php	75	ConstructorOverinjectionOptions	withOverride	-	cast:(int)	error: $error !== null ? (int) $error : $this->error,
src/Analysis/Evidence/CodeSmell/ErrorSuppressionOptions.php	43	ErrorSuppressionOptions	fromArray	RuleOptionKey::ENABLED	cast:(bool)	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/CodeSmell/IdenticalSubExpressionOptions.php	27	IdenticalSubExpressionOptions	fromArray	RuleOptionKey::ENABLED	cast:(bool)	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/CodeSmell/LongParameterListOptions.php	72	LongParameterListOptions	fromArray	RuleOptionKey::ENABLED	cast:(bool)	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/CodeSmell/LongParameterListOptions.php	73	LongParameterListOptions	fromArray	warning	cast:(int)	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/CodeSmell/LongParameterListOptions.php	74	LongParameterListOptions	fromArray	error	cast:(int)	error: (int) $thresholds['error'],
