# ЗНАМЕНАТЕЛЬ: взаимодействующие пары ключей конфигурации правила.
# Дерево 6a833ab8fcd5004e964e32a59bfeb9978c39739c (ветка x17-promise-effect), продуктовый код не менялся.
#
# ЕДИНИЦА СЧЁТА — ПРАВИЛО (producer name), НЕ класс опций. TypeCoverageOptions обслуживает три
# правила (design.type-coverage.param/return/property), ComputedMetricRuleOptions — восемь,
# CodeSmellOptions — девять; RuleThresholdKeyGroupRegistry::GROUPS индексирован по имени правила,
# поэтому пара «класс опций × ключ» знаменателем быть не может. Пара неупорядоченная
# (A,B отсортированы), дедуп внутри (правило, вид).
#
# ЧЕМ ПОЛУЧЕНО
#   Перечислитель: scratchpad/enum-pairs/enumerate.php (PHP, исполняется на живом контейнере,
#   не на регулярках). Он делает ровно это:
#     $c = (new Qualimetrix\Infrastructure\DependencyInjection\ContainerFactory())->create();
#     $c->get(Qualimetrix\Analysis\Finding\Contract\RuleExecutionInterface::class)->allRules()
#        -> list<RuleMetadata>{name, optionsClass}   (RuleExecution.php:277-312, оба сайта:
#           инстансы правил :293 и classless-продюсеры :303)
#     $optionsClass::acceptedOptionKeys()  -> RuleOptionKeySet
#        обе половины набора читаются рефлексией приватных свойств RuleOptionKeySet::$accepted и
#        ::$answeredByTheClass (RuleOptionKeySet.php:41-45): acceptedForDisplay() печатает только
#        первую, а вторую RuleOptionKeyRecognition тоже признаёт (knows(), :78).
#     is_a($optionsClass, HierarchicalRuleOptionsInterface::class, true)
#        ? $optionsClass::levelOptionsClasses() : []          -> слоты уровней и их классы
#     RuleThresholdKeyGroupRegistry::groupsFor($ruleName, $path) для path '' и каждого слота
#     копия эвристики RuleOptionThresholdModeResolver::heuristicClassify() (суффикс
#        threshold|warning|error после strtolower(str_replace(['_','-'],'',$k)))
#     ConfigKeySpelling::normalize() для сравнения написаний (вид 2)
#   Вид 6: scratchpad/enum-pairs/kind6.py. Таблица «ключ -> роль -> file:line» собрана ЧТЕНИЕМ тел
#   Options/Rule (каждая строка несёт свой file:line), скрещивание с «ключами-вердиктами» того же
#   пути — машинное. Места чтения найдены так:
#     grep -rn "array_key_exists(.*&&.*array_key_exists\|isset(.*)\s*&&\s*isset(" src --include='*Options.php'
#     grep -rn "<имя свойства>" src/Analysis/Evidence/<capability>/*.php   (по одному на ключ)
#   Serena (второй свидетель по множеству классов опций):
#     mcp__serena__find_implementations name_path=RuleOptionsInterface
#       relative_path=src/Analysis/Finding/Contract/Rule/RuleOptionsInterface.php
#     -> 38 реализаций в src/ (остальные — фикстуры в tests/). Контейнер дал ровно те же 38
#        верхнеуровневых классов опций; расхождения нет. Уровневые (LevelOptionsInterface) 10 штук
#        взяты из levelOptionsClasses() и совпадают с hierarchical-options.tsv.
#   Framework-ключи: прочитаны FindingExclusionLedger::keeps() (FindingExclusionLedger.php:73-96)
#   и RuleOptionsFactory.php:79-97,:121; счёт — из framework-keys-sites.tsv.
#   Два свидетеля по реестру порогов:
#     grep -rn "ThresholdParser::parse(" src --include='*.php' | wc -l   -> 41 попадание
#     grep -rln "ThresholdParser::parse(" src --include='*.php' | sort    -> 32 файла
#     Сверка поимённая, а не по счёту: 30 из 32 — классы опций (15 плоских, 10 уровневых,
#     5 иерархических обёрток), 2 оставшихся — RuleOptionsFactory.php и сам
#     RuleThresholdKeyGroupRegistry.php (упоминания в докблоках, не вызовы). Каждый из 30
#     принадлежит правилу, у которого запись в GROUPS ЕСТЬ. GodClassOptions и DataClassOptions —
#     единственные кандидаты из 32 правил без записи, несущие *-threshold ключи, — в списке
#     ОТСУТСТВУЮТ: ThresholdParser они не вызывают вовсе. Значит докблок реестра («every rule
#     known to this codebase has an entry») верен для пользователей ThresholdParser, а 32
#     правила без записи просто не пользуются им.
#     Сайт запрета смешивания режимов: ThresholdParser.php:71-74 (throw InvalidArgumentException).
#
# ЧЕГО ЭТОТ СПОСОБ НЕ ВИДИТ
#   - Ключи, которых нет в acceptedOptionKeys(). Объявление одноуровневое: то, что fromArray()
#     читает внутри значения (формулы computed-метрик, элементы списков, ключи третьего уровня),
#     этим перечислением не покрыто вовсе. Знаменатель — пары ОБЪЯВЛЕННЫХ ключей.
#   - Три framework-ключа не объявлены ни одним классом опций и в 205 парах «правило × ключ»
#     не участвуют; они посчитаны отдельной строкой ИТОГОВ, а не перечислены.
#   - Инлайн-дверь (@qmx-threshold / @qmx-ignore) не мерилась здесь ни одной строкой: перечислены
#     пары ключей YAML/CLI. Пара «инлайн-override × ключ правила» — вне этого файла.
#   - Вид 1 считает пары ВНУТРИ объявленной группы. Если реестр расходится с реальными
#     аргументами ThresholdParser::parse() на конкретном сайте, пара будет названа по реестру,
#     а не по коду: сверка 41 сайта с 22 записями построчно НЕ делалась, сверен только счёт.
#   - Вид 6 — чтение глазами. Взаимодействие, выраженное арифметикой внутри формулы, разделяемым
#     состоянием, или живущее в классе правила без упоминания второго ключа рядом, этим чтением
#     не находится. Пары «два независимых exclude-* между собой» сознательно НЕ перечислены
#     (они композируются, каждый сужает субъект независимо) — кроме duplication.clone,
#     где min-lines и min-tokens названы явно в одном месте кода.
#   - Вид 3 опирается на семантику плоской ветки из hierarchical-options.tsv (та прочитана глазами
#     по телам fromArray()); здесь она не перепроверялась, только процитирована.
#   - «Взаимодействуют» здесь означает «способны спорить за один эффект по коду», а не «спорят
#     при каком-то конкретном значении». Ни одна строка не измерена прогоном продукта.
#   - Путь `$path`, по которому идёт поиск в GROUPS, собирается из СЫРЫХ пользовательских ключей
#     (FindingConfigurationResolver.php:69 и RuleOptionsFactory.php:410: `$path . '.' . $key`),
#     а groupsFor() ищет точным совпадением по 'callable'/'class'/'namespace'
#     (RuleThresholdKeyGroupRegistry.php:78). Написание слота в другом регистре или через
#     разделитель уводит правило С записью в эвристику; такие случаи — свойство ВВОДА, и
#     перечислением по объявлениям они не видны. Тот же механизм даёт пути глубже первого
#     уровня, которых в реестре нет ни одного.
#   - Пары «framework-ключ × framework-ключ» (порядок проверки: неймспейс на
#     FindingExclusionLedger.php:75, путь на :86 — атрибуция зависит от порядка) не перечислены:
#     задача спрашивала framework × ключ правила.
#   - Правила, у которых в реестре записи НЕТ, считаны как «падают в эвристику» по коду
#     RuleOptionThresholdModeResolver::evictOverriddenMode(); что эвристика делает при реальном
#     слиянии двух слоёв, здесь не измерено — только классифицированы их ключи.
#
# ИТОГОВЫЕ ЧИСЛА
#   различных неупорядоченных пар (правило, A, B): 446 при 465 строках
#   правил (producer names из контейнера): 54  = 48 экземпляров правил + 6 classless (health.*)
#     второй свидетель: 50 объявлений `const string NAME` в src/**/*Rule.php (framework-keys-sites.tsv).
#     Разрыв объяснён, а не выбран: одно имя правила != один класс правила (classless-продюсеры
#     health.* не имеют класса вовсе; часть классов публикуется под несколькими именами).
#   классов опций: 38 верхнеуровневых (Serena и контейнер согласны) + 10 уровневых = 48
#   объявленных пар «правило × ключ»: 205 (160 на верхнем уровне + 45 внутри уровней) —
#     воспроизводит число из 00-overview.md
#   ПАРЫ ПО ВИДАМ (всего 465 строк ниже; РАЗЛИЧНЫХ неупорядоченных пар «правило+A+B» — 446:
#   19 пар попадают в два вида сразу, например `threshold × callable.threshold` — вид 2 и
#   вид 4-cross-level, `scope × class.scope` — вид 2 и 6-precedence-fill-in. Написание ключей
#   в колонках A/B приведено к канонической kebab-форме, чтобы строки разных видов сходились
#   в один ключ при соединении с другими перечислениями):
#     вид 1, внутри объявленной threshold-группы .......... 90   (22 правила с записью в GROUPS)
#     вид 1, эвристические (реестр пуст) ..................  0   <- см. следующую строку
#     вид 2, верхний ключ × одноимённый внутри уровня ..... 29
#     вид 3, верхнее сокращение × уровневый блок .......... 18   (5 иерархических правил × слоты)
#     вид 4, разные группы одного правила ................. 108  = 9 на одном пути
#                                                                 (code-smell.long-parameter-list:
#                                                                 голая пара × vo-пара)
#                                                              + 99 между уровнями одного правила
#     вид 5, framework-ключ × ключ правила ................ 480  (3 × 160 верхнеуровневых ключей);
#                                                              в разрезе правил 3 × 54 = 162
#     вид 6, непороговые взаимодействующие ................ 220  (141 gate `enabled`×сосед,
#                                                              61 subject-filter, 6 measurement-input,
#                                                              4 criteria-count, 3 superseded-refused,
#                                                              1 contradiction-refused,
#                                                              1 gate-vs-severity, 1 subject-vs-filter,
#                                                              1 two-filters-one-subject,
#                                                              1 precedence-fill-in)
#   ПРАВИЛ БЕЗ ЗАПИСИ В РЕЕСТРЕ: 32 из 54 (22 с записью). Докблок
#   RuleThresholdKeyGroupRegistry («every rule known to this codebase at the time of writing has an
#   entry») верен только для правил, которые ВООБЩЕ пользуются ThresholdParser (подтверждено
#   поимённой сверкой 32 файлов, см. «Чем получено»); 32 правила записи
#   не имеют. Из них ключи, которые эвристика КЛАССИФИЦИРУЕТ (суффикс threshold/warning/error), есть
#   у трёх: architecture.circular-dependency (`direct-as-error` — это bool, а не порог),
#   design.data-class (`wmc-threshold`, `woc-threshold`), design.god-class (`class-loc-threshold`,
#   `lcom-threshold`, `tcc-threshold`, `wmc-threshold`). Пар эвристика при этом даёт 0: она
#   группирует по ПРЕФИКСУ перед суффиксом, а все семь префиксов различны (wmc/woc/tcc/classloc/
#   directas), то есть каждая группа — синглтон и evictUsingHeuristic() для них no-op. Остальные
#   29 путей 32 правил не дают эвристике ни одного классифицируемого ключа.
#   ВИД 5 — ПОЧЕМУ НЕ ПЕРЕЧИСЛЯЕТСЯ ПОСТРОЧНО (проверено по коду, а не предположено):
#     эффект framework-ключа не зависит от значения ключа правила. Два факта:
#     (а) FindingExclusionLedger::keeps() (FindingExclusionLedger.php:73-96) решает по имени
#         продюсера и по местоположению находки, обращаясь только к провайдерам исключений
#         (isNamespaceExcluded / isPathExcluded); объект опций правила он не читает вовсе —
#         raw-опции трогает ConfiguredSuppression::paths() (:88) уже ПОСЛЕ решения, только чтобы
#         НАЗВАТЬ сработавшие шаблоны;
#     (б) RuleOptionsFactory извлекает три ключа из пользовательского конфига до решения
#         «$userConfig === [] -> дефолты» (RuleOptionsFactory.php:79-97 и :121), поэтому присутствие
#         framework-ключа не меняет, какие дефолты правила применятся.
#     Единственная зависимость от ключа правила — `enabled`: выключенное правило не исполняется,
#     подавлять нечего. Это 3 × 54 = 162 пары gate-типа; оставшиеся 480 - 162 = 318 пар
#     «framework × непороговый/пороговый ключ» независимы по (а) и (б).
#
# КОЛОНКИ: rule<TAB>options_class<TAB>path<TAB>key_a<TAB>key_b<TAB>kind<TAB>interaction<TAB>evidence
#   path: '(top)' — собственный верхний уровень правила; 'callable'/'class'/'namespace' — слот;
#   'A|B' — пара путей. Ключ внутри уровня записан как '<слот>.<ключ>'.
rule	options_class	path	key_a	key_b	kind	interaction	evidence
code-smell.constructor-overinjection	Qualimetrix\Analysis\Evidence\CodeSmell\ConstructorOverinjectionOptions	(top)	error	threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("code-smell.constructor-overinjection","") group#0
code-smell.constructor-overinjection	Qualimetrix\Analysis\Evidence\CodeSmell\ConstructorOverinjectionOptions	(top)	error	warning	1-threshold-group-declared	compose within one group (warning+error pair)	RuleThresholdKeyGroupRegistry::groupsFor("code-smell.constructor-overinjection","") group#0
code-smell.constructor-overinjection	Qualimetrix\Analysis\Evidence\CodeSmell\ConstructorOverinjectionOptions	(top)	threshold	warning	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("code-smell.constructor-overinjection","") group#0
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	error	threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("code-smell.long-parameter-list","") group#0
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	error	warning	1-threshold-group-declared	compose within one group (warning+error pair)	RuleThresholdKeyGroupRegistry::groupsFor("code-smell.long-parameter-list","") group#0
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	threshold	warning	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("code-smell.long-parameter-list","") group#0
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	vo-error	vo-threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("code-smell.long-parameter-list","") group#1
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	vo-error	vo-warning	1-threshold-group-declared	compose within one group (warning+error pair)	RuleThresholdKeyGroupRegistry::groupsFor("code-smell.long-parameter-list","") group#1
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	vo-threshold	vo-warning	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("code-smell.long-parameter-list","") group#1
code-smell.unreachable-code	Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	(top)	error	threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("code-smell.unreachable-code","") group#0
code-smell.unreachable-code	Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	(top)	error	warning	1-threshold-group-declared	compose within one group (warning+error pair)	RuleThresholdKeyGroupRegistry::groupsFor("code-smell.unreachable-code","") group#0
code-smell.unreachable-code	Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	(top)	threshold	warning	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("code-smell.unreachable-code","") group#0
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	error	threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("cohesion.lcom","") group#0
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	error	warning	1-threshold-group-declared	compose within one group (warning+error pair)	RuleThresholdKeyGroupRegistry::groupsFor("cohesion.lcom","") group#0
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	threshold	warning	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("cohesion.lcom","") group#0
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable	callable.error	callable.threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.ccn","callable") group#0
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable	callable.error	callable.warning	1-threshold-group-declared	compose within one group (warning+error pair)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.ccn","callable") group#0
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable	callable.threshold	callable.warning	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.ccn","callable") group#0
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	class	class.max-error	class.max-warning	1-threshold-group-declared	compose within one group (warning+error pair)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.ccn","class") group#0
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	class	class.max-error	class.threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.ccn","class") group#0
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	class	class.max-warning	class.threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.ccn","class") group#0
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable	callable.error	callable.threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.cognitive","callable") group#0
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable	callable.error	callable.warning	1-threshold-group-declared	compose within one group (warning+error pair)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.cognitive","callable") group#0
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable	callable.threshold	callable.warning	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.cognitive","callable") group#0
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	class	class.max-error	class.max-warning	1-threshold-group-declared	compose within one group (warning+error pair)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.cognitive","class") group#0
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	class	class.max-error	class.threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.cognitive","class") group#0
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	class	class.max-warning	class.threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.cognitive","class") group#0
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable	callable.error	callable.threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.npath","callable") group#0
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable	callable.error	callable.warning	1-threshold-group-declared	compose within one group (warning+error pair)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.npath","callable") group#0
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable	callable.threshold	callable.warning	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.npath","callable") group#0
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	class	class.max-error	class.max-warning	1-threshold-group-declared	compose within one group (warning+error pair)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.npath","class") group#0
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	class	class.max-error	class.threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.npath","class") group#0
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	class	class.max-warning	class.threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.npath","class") group#0
complexity.wmc	Qualimetrix\Analysis\Evidence\Complexity\WmcOptions	(top)	error	threshold	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.wmc","") group#0
complexity.wmc	Qualimetrix\Analysis\Evidence\Complexity\WmcOptions	(top)	error	warning	1-threshold-group-declared	compose within one group (warning+error pair)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.wmc","") group#0
complexity.wmc	Qualimetrix\Analysis\Evidence\Complexity\WmcOptions	(top)	threshold	warning	1-threshold-group-declared	mutually exclusive within one source (ThresholdParser guard); across sources the higher layer evicts the lower (evictUsingDeclaredGroups)	RuleThresholdKeyGroupRegistry::groupsFor("complexity.wmc","") group#0
