# X19 stage 04, package P-F. Body holds 22 rows: the 18 defect=yes architecture.layers[*] rows the
# S10 probe-envelope repair (353635d8) exposed, PLUS 4 more rows this package's OWN carrier edit
# exposed in turn (class STAND, last 4 data rows) when extending the shorthand promise to the
# top-level patterns/suffix criteria. Tree at start: e6ca7136. Same 14-column shape as
# docs/internal/plans/source-composition/measurement/cure-map.tsv (axis, row, probe, point, verdict,
# ledger_status, decided_by, promised_forms, lost_at, declaration, reader, classification,
# justification, owner_file), extended with two classification values the brief did not name up
# front: OUT-OF-SCOPE (12 rows -- neither PRODUCT, PROMISE nor DECLARATION, but the "element
# form"/"map content-schema" coordinate 00-overview.md already names as exported to the next
# expedition, "Выносится": "форма содержимого составных значений") and STAND (4 rows -- a probe-
# envelope defect this package's own carrier edit exposed, not S10's, not fixable here). Final split
# of the 18: 12 OUT-OF-SCOPE + 2 DECLARATION + 4 PROMISE + 0 PRODUCT.
#
# =========================== ЧЕМ ПОЛУЧЕНО ===========================
# 1. Денежник строк: awk -F'\t' '$1=="D" && $6=="yes" && $2 ~ /architecture\.layers/'
#    docs/internal/generated/promise-effect/verdicts.tsv (current tree, post-S10) -> 18 rows, matching
#    the plan's count exactly. Cross-checked against
#    docs/internal/plans/source-composition/measurement/cure-map.tsv (written at e6d83192, BEFORE the
#    S10 repair 353635d8): 14 of these 18 rows already existed there with a verdict/classification
#    (11 "list" rows + exclude|map + the two match rows), carried over unchanged because the S10 repair
#    only touched `|null` writes for exclude criteria (6 rows, all now resolved to OK, gone from the
#    defect list). Only 4 of the 18 are genuinely NEW: exclude.patterns/exclude.suffix x
#    string-nonnumber/string-number (COLLAPSED). The plan's framing ("не входили в исходные 126 -- были
#    невидимы") does not hold row-for-row for 14 of 18; reported as a finding, not silently corrected
#    in the plan text.
# 2. Механизм каждой из исходных 18 строк — не по правдоподобию, а по прогону: минимальный qmx.yaml с
#    валидным слоем (name+patterns, lowercase, satisfying "at least one criterion") и спорным листом,
#    `bin/qmx check <fixture>/src --config=<fixture>/qmx.yaml --cache-dir=<unique> --workers=0`, читан
#    ФАКТИЧЕСКИЙ exit code (без пайпа) и текст "Configuration error: ...". Каждая воспроизведена лично
#    (см. колонку `declaration`/`reader` ниже, которая цитирует ИМЕННО то сообщение, что вернул процесс).
# 3. Конверт пробы (`promise-effect/axis-d-envelopes.tsv`, не мой файл) прочитан для КАЖДОЙ из 18 строк
#    построчно (не только для тех, что упомянуты в S10 коммите), чтобы отличить "продукт отказал по
#    существу" от "конверт всё ещё сломан по несвязанной причине". Найдено: репаир S10 чинил ТОЛЬКО
#    шесть exclude.*|null строк (переименовал слой в lowercase "domain" и заполнил остальные exclude-
#    критерии); "architecture.layers[*].{patterns,suffix,attributes,implements,extends,match}" (без
#    exclude) остались на старой базе с именем "Domain" (верхний регистр) без остальных критериев.
#    Для СПИСОЧНЫХ проб это не влияет (element-type-отказ в LayerCriterionNormalizer срабатывает раньше
#    построения LayerDefinition, где проверяется регекс имени — проверено: `attributes: [7331]` под
#    `name: Domain` даёт "entry at index 0 must be a non-empty string", НЕ регекс имени). Для
#    СТРОКОВЫХ проб (string-nonnumber/string-number) это влияет: `patterns: abc` под `name: Domain`
#    даёт "Layer name \"Domain\" must match pattern ...", а НЕ отказ по форме листа. На исходные 18
#    строк это не влияло (только `match` там promised для string-nonnumber, и у него отказ по
#    существу — enum — опережает регекс имени, проверено прогоном), НО этот пакет сам расширил
#    promised_forms для top-level patterns/suffix (класс PROMISE ниже), и ИМЕННО это обнажило класс
#    STAND: 4 новые defect=yes строки на той же непочиненной базе. См. блок "ЧЕГО НЕ ВИДИТ" и
#    promise-ledger.tsv ПЕРЕВЫВОД-4.
# 4. Носитель (website/docs/rules/architecture.md, EN) читан построчно вокруг каждой цитаты реестра
#    promise-ledger.tsv, а не по номеру строки без контекста: подтверждено, что для patterns/suffix/
#    attributes/implements/extends КАЖДЫЙ пример в документе — список строк (`['App\Foo']`), нигде нет
#    примера со скалярным элементом-НЕ-строкой; для match документ уже явно закрывает набор до двух
#    слов ("a `match: any | all` switch", :324; "match: any # default" / "`exclude.match: all` is also
#    supported", :489/:492) — то есть карьер прав в обоих случаях, разошёлся только реестр promise-ledger.
#    docs/adr/0007-architecture-rules-phase-2-design.md тоже прочитан целиком (grep по shorthand/scalar) —
#    ноль совпадений (см. п.7).
# 5. Существующее покрытие тестами прочитано целиком (`grep -n` по 'Shorthand\|match' в
#    tests/Analysis/Policy/Architecture/Unit/LayersValidatorTest.php) ДО принятия решения "PROMISE vs
#    PRODUCT" для четырёх COLLAPSED-строк: `itAcceptsAScalarPatternsValueAsSingletonShorthand`,
#    `itAcceptsStringShorthandForExcludeCriterionLists` и `itRejectsAnUnknownMatchValueNamingBothAcceptedModes`
#    уже существовали, зелёные, и описывают ИМЕННО тестируемое поведение как намеренное — решающий факт
#    против удаления shorthand как "продуктового дефекта" (что было бы breaking и без пользы).
# 6. Совет (advisor) вызван ТРИЖДЫ: (1) после первого прохода измерения, до записи файла — принял
#    границу PROMISE-ветки для 4 COLLAPSED-строк, обязательность двух match-строк, статус 12 "list/map"
#    строк как экспортируемая координата, а не UNCLEAR; (2) после первого `composer promise-effect` —
#    нашёл, что расширение promised_forms только для exclude.patterns/exclude.suffix, а не для
#    top-level patterns/suffix того же абзаца, оставляет реестр НЕДООБЕЩАЮЩИМ относительно
#    собственного носителя пакета; отменил свою прежнюю рекомендацию убрать shorthand как PRODUCT;
#    (3) после второго прогона и первой версии этого файла — нашёл, что ссылки на номер строки внутри
#    promise-ledger.tsv и в колонке `owner_file` уже сдвинулись от переписывания текста в этом же
#    пакете (движущаяся цель), и что эта шапка спорит с телом файла после расширения до 22 строк; обе
#    правки внесены.
# 7. `itAcceptsAScalarPatternsValueAsSingletonShorthand` (LayersValidatorTest.php, существовал ДО этого
#    пакета) утверждал в докблоке "documented examples in the Phase 2 design use the shorthand" —
#    неверно: grep по docs/adr/0007-architecture-rules-phase-2-design.md даёт ноль совпадений, там нет
#    ни одного примера с shorthand. Докблок исправлен этим же пакетом, тем же коммитом, что добавляет
#    `itAcceptsAQuotedDigitStringShorthandForExcludeCriterionLists` в тот же файл: ссылка на
#    несуществующий пример заменена ссылкой на новый абзац website/docs/rules/architecture.md
#    "Single-value shorthand", добавленный этим пакетом.
#
# =========================== ЧЕГО ЭТОТ СПОСОБ НЕ ВИДИТ ===========================
# - Не тронуто (не мой файл): `promise-effect/axis-d-envelopes.tsv` всё ещё пишет TOP-LEVEL (не
#   exclude) `patterns`/`suffix`/`attributes`/`implements`/`extends`/`match` на слой с именем "Domain"
#   (верхний регистр) без остальных критериев — тот же класс дефекта, что S10 чинил для exclude.*,
#   только для второй половины файла. Расширение promised_forms этим пакетом уже обнажило 4 из
#   потенциальных 10 клеток (patterns/suffix; attributes/implements/extends не расширены — другой
#   вопрос, набор значений, не форма). Оставшиеся 6 клеток (attributes/implements/extends x
#   string-nonnumber/string-number) НЕ обнажены и не станут дефектом ни при каком расширении
#   promised_forms, потому что критерий требует FQN, а не потому что база чинена. Лечение конверта —
#   то же самое, что S10: имя слоя в нижний регистр в шести top-level базах. Доложено оркестратору
#   (задел для будущего S12), не исправлено (`promise-effect/**` вне границ файлов пакета).
# - "OUT-OF-SCOPE" 12 строк не переизмерены на предмет ВТОРОГО механизма помимо element-form/
#   content-schema (например, отказывает ли продукт ЕЩЁ и по какой-то другой причине при списке из
#   ровно одного числа vs нескольких) — образец пробы один ([7331] / {a:7331}), не варьировался.
# - RU-половина сайта проверена только в месте правки (новый абзац о shorthand); остальные абзацы
#   `architecture.ru.md`, процитированные реестром для этих строк, не сверены построчно с EN.
# - `composer promise-effect` (полный прогон) использован ровно два раза, по границе задания: первый —
#   после первичной классификации (D: 41 -> 35, только 2 DECLARATION + 4 PROMISE-exclude учтены);
#   второй — финальный, после расширения promised_forms на top-level patterns/suffix (D: 41 -> 39, все
#   22 строки учтены). Оба прогона сверены построчно (`git diff verdicts.tsv | grep '^[+-]D'`), не
#   только по агрегатным счётчикам.
# - Побочный эффект на клетку `architecture.layers[*].exclude.match|null` (OK -> NOT OBSERVABLE)
#   измерен и принят как компромисс инструмента, а не устранён; альтернативное лечение
#   (`promise-effect/axis-d-observables.tsv`, hit-литерал `all`) названо, не проверено и не применено.
#
# axis	row	probe	point	verdict	ledger_status	decided_by	promised_forms	lost_at	declaration	reader	classification	justification	owner_file
D	form|yaml|architecture.layers[*].attributes|list	list	report	REFUSES	PROMISED	refused a form it promised	null,list	default	website/docs/rules/architecture.md:330 "attributes: Class is annotated with one of the listed PHP attribute FQNs" -- every example is a list of FQN strings, never a list of non-strings	LayerCriterionNormalizer.php:194-213 coerceToStringList()/validateListEntry(): canonical probe [7331] is a list of ONE INT; reproduced live: "attributes" entry at index 0 must be a non-empty string (got int)	OUT-OF-SCOPE	container form (list) is correctly promised and correctly accepted; the refusal is on the ELEMENT's form (int vs string), a coordinate 00-overview.md names as exported to the next expedition ("форма содержимого составных значений... предмет следующего захода"); not a PRODUCT/PROMISE/DECLARATION mismatch on the axis this expedition measures	n/a -- next expedition (element-form coordinate)
D	form|yaml|architecture.layers[*].exclude.attributes|list	list	report	REFUSES	PROMISED	refused a form it promised	null,list	default	website/docs/rules/architecture.md:435 "exclude: block with the same shape as the membership criteria" -- inherits the attributes contract above	same normalizer via ExcludeBlockValidator.php:216; reproduced live with a full valid exclude block (other 4 criteria filled, lowercase layer name): "attributes" entry at index 0 must be a non-empty string (got int)	OUT-OF-SCOPE	same element-form gap as the positive attributes criterion	n/a -- next expedition (element-form coordinate)
D	form|yaml|architecture.layers[*].exclude.extends|list	list	report	REFUSES	PROMISED	refused a form it promised	null,list	default	website/docs/rules/architecture.md:435 (inherits `extends` contract, :332)	same normalizer via ExcludeBlockValidator.php:216; reproduced live: "extends" entry at index 0 must be a non-empty string (got int)	OUT-OF-SCOPE	same element-form gap	n/a -- next expedition (element-form coordinate)
D	form|yaml|architecture.layers[*].exclude.implements|list	list	report	REFUSES	PROMISED	refused a form it promised	null,list	default	website/docs/rules/architecture.md:435 (inherits `implements` contract, :331)	same normalizer via ExcludeBlockValidator.php:216; reproduced live: "implements" entry at index 0 must be a non-empty string (got int)	OUT-OF-SCOPE	same element-form gap	n/a -- next expedition (element-form coordinate)
D	form|yaml|architecture.layers[*].exclude.match|string-nonnumber	string-nonnumber	report	REFUSES	DECIDED	refused a form it promised	null (was null,string-nonnumber before this package)	default	website/docs/rules/architecture.md:489 "match: any # default" + :492 "`exclude.match: all` is also supported" -- prose closes the set to two words two lines from the example the ledger over-read	LayerCriterionNormalizer.php:158-185 normalizeMatchMode()/MatchMode::tryFrom(); reproduced live with a full valid exclude block + match: abc: "match" must be one of "any", "all", got "abc"	DECLARATION	carrier is right (closed set already documented) AND product is right (enum enforced, covered by LayersValidatorTest::itRejectsAnUnknownMatchValueNamingBothAcceptedModes); only the ledger row's own promised_forms mechanically read the bare example word "all" as "any string promised", ignoring the closing prose two lines above -- same precedent class as the pre-existing architecture.coverage-gap DECLARATION row. SIDE EFFECT MEASURED AND ACCEPTED: narrowing this row's promised_forms to {null} left Stand::axisD() (line ~1077, `$reference = first non-null promisedForms candidate`) with no candidate, so `.exclude.match|null`'s sensitivity witness degenerates (`$equivalent` collapses to `$omitted`) and its verdict moved OK -> NOT OBSERVABLE ("omitted == equivalent") -- confirmed by a live single-row diff of verdicts.tsv, not guessed. Putting string-nonnumber back in promised_forms to preserve the witness would reintroduce THIS row's own defect (REFUSES a form marked promised) because Stand.php never reads decided_forms (grepped: loaded by Ledger.php, consumed nowhere else) -- the two outcomes are mutually exclusive under the tool's current (not-mine-to-change) design, and a real defect outweighs a degraded-but-honest NOT OBSERVABLE. Architecture axis-D closed-sensitivity-gate count: 49 -> 50 (+1), this cell only, reported per DoD-4, not silently absorbed	promise-ledger.tsv row form|yaml|architecture.layers[*].exclude.match (retranslated this package, ПЕРЕВЫВОД-4, identified by (kind,door,path) not line number); no src/website change needed, carrier already correct
D	form|yaml|architecture.layers[*].exclude.patterns|list	list	report	REFUSES	PROMISED	refused a form it promised	null,list	default	website/docs/rules/architecture.md:328 "patterns: Class FQN matches one of the listed glob patterns" -- every example is a list of strings	same normalizer via ExcludeBlockValidator.php:216; reproduced live: "patterns" entry at index 0 must be a non-empty string (got int)	OUT-OF-SCOPE	same element-form gap	n/a -- next expedition (element-form coordinate)
D	form|yaml|architecture.layers[*].exclude.patterns|string-nonnumber	string-nonnumber	report	COLLAPSED	PROMISED	accepted an unpromised form, target unnamed	null,list -> null,list,string-nonnumber,string-number (this package)	n/a	no carrier mentioned a bare-string form for exclude.patterns before this package	LayerCriterionNormalizer.php:194-213 coerceToStringList(): \is_string($value) ? [$value] : $value; reproduced live with a full valid exclude block + patterns: abc (bare string, no brackets): accepted, exit 2 (findings only, no config error) | ALREADY an existing, tested, intentional feature: LayersValidatorTest::itAcceptsStringShorthandForExcludeCriterionLists (pre-existing, passing before this package) and itAcceptsAScalarPatternsValueAsSingletonShorthand (top-level sibling) -- code docblock LayerCriterionNormalizer.php:23-27 names it "YAML scalar shorthand" by design	PROMISE	product is right (deliberate, tested feature, zero shape ambiguity); carrier was silent -- no example anywhere in website/docs/** or docs/adr/0007 shows the bare-value form, though the code and its tests have documented and exercised it since before this package. Rejected alternative: remove the shorthand as a PRODUCT fix (advisor-considered) -- rejected because it is an existing, positively-tested behaviour with a passing regression test already in the suite; removing it is a bigger breaking change than documenting it, for zero measured real-world cost (grep found no repo user relying on either the shorthand OR its absence)	website/docs/rules/architecture.md:336 + .ru.md:336 (added this package) + promise-ledger.tsv row form|yaml|architecture.layers[*].exclude.patterns (retranslated, ПЕРЕВЫВОД-4)
D	form|yaml|architecture.layers[*].exclude.patterns|string-number	string-number	report	COLLAPSED	PROMISED	accepted an unpromised form, target unnamed	null,list -> null,list,string-nonnumber,string-number (this package)	n/a	same gap as the string-nonnumber row above; a quoted digit string is still a string	same mechanism; reproduced live with a full valid exclude block + patterns: "7331" (quoted digit string): accepted, exit 2 | new regression test added this package: LayersValidatorTest::itAcceptsAQuotedDigitStringShorthandForExcludeCriterionLists (the existing shorthand test used non-numeric strings only)	PROMISE	same as the string-nonnumber row; documented and retranslated together (one carrier paragraph, one ledger row covers both forms)	website/docs/rules/architecture.md:336 + .ru.md:336 (added this package) + promise-ledger.tsv row form|yaml|architecture.layers[*].exclude.patterns (retranslated, ПЕРЕВЫВОД-4) + new test (LayersValidatorTest.php)
D	form|yaml|architecture.layers[*].exclude.suffix|list	list	report	REFUSES	PROMISED	refused a form it promised	null,list	default	website/docs/rules/architecture.md:329 "suffix: Class short-name ends with one of the listed strings"	same normalizer via ExcludeBlockValidator.php:216; reproduced live: "suffix" entry at index 0 must be a non-empty string (got int)	OUT-OF-SCOPE	same element-form gap	n/a -- next expedition (element-form coordinate)
D	form|yaml|architecture.layers[*].exclude.suffix|string-nonnumber	string-nonnumber	report	COLLAPSED	PROMISED	accepted an unpromised form, target unnamed	null,list -> null,list,string-nonnumber,string-number (this package)	n/a	no carrier mentioned a bare-string form for exclude.suffix before this package	same mechanism as exclude.patterns above (no backslash-bearing semantic check refuses "abc" for suffix); reproduced live: accepted, exit 2 | covered by pre-existing itAcceptsStringShorthandForExcludeCriterionLists	PROMISE	same reasoning and same rejected alternative as exclude.patterns|string-nonnumber	website/docs/rules/architecture.md:336 + .ru.md:336 (added this package) + promise-ledger.tsv row form|yaml|architecture.layers[*].exclude.suffix (retranslated, ПЕРЕВЫВОД-4)
D	form|yaml|architecture.layers[*].exclude.suffix|string-number	string-number	report	COLLAPSED	PROMISED	accepted an unpromised form, target unnamed	null,list -> null,list,string-nonnumber,string-number (this package)	n/a	same gap; a quoted digit string carries no backslash either	same mechanism; reproduced live with suffix: "7331": accepted, exit 2 | new regression test added this package (see exclude.patterns|string-number row)	PROMISE	same as exclude.patterns|string-number	website/docs/rules/architecture.md:336 + .ru.md:336 (added this package) + promise-ledger.tsv row form|yaml|architecture.layers[*].exclude.suffix (retranslated, ПЕРЕВЫВОД-4) + new test (LayersValidatorTest.php)
D	form|yaml|architecture.layers[*].exclude|map	map	report	REFUSES	PROMISED	refused a form it promised	null,map	default	website/docs/rules/architecture.md:435 "A layer can carry an exclude: block" -- names the closed key set (patterns/suffix/attributes/implements/extends/match) explicitly, same paragraph	ExcludeBlockValidator.php:57-63 ALLOWED_EXCLUDE_KEYS closed set; reproduced live: unknown key(s) "a" inside "exclude". Allowed keys: "patterns", "suffix", "attributes", "implements", "extends", "match"	OUT-OF-SCOPE	map container is correctly promised and correctly accepted; refusal is on the KEY (unknown key "a"), a content-schema question, not a container-form question -- same precedent as the pre-existing architecture|map / architecture.allow|map rows (not in this package's 18, already dispositioned the same way)	n/a -- next expedition (map content-schema coordinate)
