# AXIS C SURFACE — staleness of writer-applicability.tsv (frozen at 6a833ab8) against
# main@02a6ca66 (2026-09-12), plus the change-surface for the proposed cure (one merged
# rule-options document, group declarations moved into acceptedOptionKeys()/RuleOptionKeySet).
#
# ЧЕМ ПОЛУЧЕНО (дословно)
#   git rev-parse HEAD ; git status --short  (clean, main@02a6ca66)
#   git diff --stat 6a833ab8 -- <file>  for every file the frozen tsv cites, one call per file,
#     batched. Empty output = file byte-identical to the freeze commit = every line reference in
#     it is exact by construction (no need to eyeball each range).
#   For the 4 files diff --stat showed non-empty (RuleOptionsFactory.php, LongParameterListOptions.php,
#     OutputConfigurator.php, ConfigurationInputAdapter.php): `git show 6a833ab8:<file> > /tmp/old.php`,
#     then `diff -u old.php new.php`, then `grep -n` the anchor construct (function name / distinctive
#     statement) in both old and new to compute the exact line shift.
#   mcp__serena__initial_instructions, then mcp__serena__find_referencing_symbols on
#     RuleOptionsRegistry::all (relative_path RuleOptionsRegistry.php) and
#     RuleOptionsFactory::create (relative_path RuleOptionsFactory.php) — re-run today, not reused
#     from the frozen tsv, to catch a consumer added or removed since the freeze.
#   Reflection scripts (scratchpad-local, PHP, require vendor/autoload.php; same algorithm as the
#     frozen tsv's groups.php / counts.php, re-run against today's classes):
#     groups.php  — (new ReflectionClass(RuleThresholdKeyGroupRegistry::class))->getConstant('GROUPS');
#                   counts rule/path/group rows and switchability, same logic as the frozen script.
#     counts.php  — RecursiveDirectoryIterator over src/, namespace+class extraction, class_exists(),
#                   non-abstract implementors of RuleInterface / RuleDefinitionInterface /
#                   ThresholdAwareOptionsInterface / LevelOptionsInterface.
#   Full Read of: RuleOptionThresholdModeResolver.php, RuleThresholdKeyGroupRegistry.php,
#     RuleOptionsFactory.php, RuleOptionKeyRecognition.php, RuleOptionKeySet.php, ThresholdParser.php.
#   grep -rn / grep -rc / grep -rl for #[CliAlias( and RuleConfigurationInterface implementors/consumers
#     (second witness, per instructions).
#
# ЧЕГО ЭТОТ СПОСОБ НЕ ВИДИТ
#   - "diff --stat is empty => every cited line in that file is live" is valid only because the
#     frozen tsv already names the exact lines; it does NOT re-derive line numbers from scratch, and
#     it does not catch a case where the SAME bytes moved to a different file (a pure rename/move
#     shows as 100% diff, not as empty stat) — no such move was found by `git log --follow` spot checks,
#     but the general case was not swept.
#   - RuleOptionShape.php / RuleOptionKeySet.php growth was read structurally (get_symbols_overview-style
#     grep of method signatures), not exhaustively — every branch of RuleOptionShape::matches()/describe()
#     was not traced.
#   - scripts/promise-effect/InProcess.php:299 turned up as an eighth call site of
#     RuleOptionsFactory::create() (neither "1 direct caller in src/" nor one of the 7 test files the
#     frozen tsv names for R9) purely because Serena's reference list includes it by default; no
#     equivalent sweep was made for RuleOptionsRegistry::all() beyond what Serena returned (a caller
#     reached only through a container string route — the same blind spot the frozen tsv already
#     documented for the rule-options DI wiring — would still be invisible here).
#   - RuleOptionKeyRecognition.php's growth (+98/-10 lines) was read for its two public entry points
#     (refuseMalformedFrameworkKeys, refuseUnknownKeys) and their direct helpers; RuleOptionRefusalWording
#     (the message-formatting collaborator) was not opened.
#   - No test was executed. "Tests that will flip" (section 3) is read off Serena's reference list for
#     RuleOptionsFactory::create() plus test names visible in the frozen tsv's own R9 row; a test that
#     asserts current group-registry behaviour WITHOUT calling create() or all() directly (e.g. through
#     a higher-level integration path) would not be caught by this method.
#
# Columns: section | id | ref_or_subject | status | detail | file:line(new) | note
#
## ── 1. STALENESS OF EVERY file:line REFERENCE ──────────────────────────────────────────
## file_unchanged = true means git diff 6a833ab8..HEAD -- <file> is empty, so EVERY line in
## that file is live by construction; only 4 files changed at all.
stale	F1	RuleOptionsFactory.php (changed: -58/+~30 net; validateNumericFields() removed, RuleOptionKeyRecognition::refuseMalformedFrameworkKeys() call added, extra doc)	CHANGED	file_unchanged=false	—	Only file among the 7 "core mechanism" files that changed.
stale	R-W1a	RuleOptionsFactory.php:63 (extractDefaults call, matrix's own label)	SHIFTED	actual call site was already at line 60 at freeze (not 63 — pre-existing 3-line citation imprecision, not new drift); now at line 58 (shift -2 from freeze, -5 from the cited number)	RuleOptionsFactory.php:58	Mechanism (whole-array fallback source) unchanged; only the label was imprecise even at freeze.
stale	R-W1b	RuleOptionsFactory.php:124 ($merged = $userConfig === [] ? $defaults : $userConfig)	SHIFTED	-1 line	RuleOptionsFactory.php:123	Content byte-identical, just moved.
stale	R-normalizeKeys	RuleOptionsFactory.php:277-287 (normalizeKeys, "folds spellings" in R5's note)	SHIFTED	-4 lines	RuleOptionsFactory.php:273-283 (approx)	Body unchanged.
stale	R-W5	RuleOptionsFactory.php:298-326 (expandDotNotation)	SHIFTED	-4 lines	RuleOptionsFactory.php:294-322	Body byte-identical (confirmed by direct diff of the two ranges).
stale	R-P9P12	RuleOptionsFactory.php:403-416 (deepMerge, cited by both pair P9 and pair P12)	SHIFTED	-56 lines	RuleOptionsFactory.php:347-360	Body byte-identical; the 56-line shrink is entirely the removed validateNumericFields() (58 lines) minus a few added comment/call lines upstream.
stale	R-deepMergeEvict	RuleOptionsFactory.php:405 (evictOverriddenMode call inside deepMerge)	SHIFTED	-56 lines	RuleOptionsFactory.php:349	Same call, same arguments.
stale	R-R5	RuleOptionsFactory.php:43-137 (R5 "the whole create() method")	SHIFTED + NARROWED	create() now spans ~41-90 (was 43-137, already 3 lines past its own closing brace at freeze — pre-existing padding). The method lost an entire responsibility: validateNumericFields()'s prefix-heuristic numeric check is GONE, replaced by RuleOptionKeyRecognition::refuseWrongShape() (declared per-key RuleOptionShape, checked in refuseUnknownKeys()/refuseMalformedFrameworkKeys(), called from RuleOptionKeyRecognition, not from create() body directly for shape — create() still calls refuseUnknownKeys()).	RuleOptionsFactory.php:41-90	The only reference in the whole tsv whose MEANING moved, not just its line number: R5's claim "folds spellings, expands dots, normalizes scalars" is still true; the claim implicit in its 94-line span ("...and validates numeric fields") is now false — that job moved to a shape declared on the Options class.
stale	F2	PresetStage.php	UNCHANGED	file_unchanged=true	—	All 5 sub-references (:25,:27,:58,:105-119,:74-93) exactly live.
stale	F3	ConfigFileStage.php	UNCHANGED	file_unchanged=true	—	All 3 sub-references (:22,:24,:56) exactly live.
stale	F4	CliAlias.php	UNCHANGED	file_unchanged=true	—	:20-26 exactly live.
stale	F5	CliAliasReader.php	UNCHANGED	file_unchanged=true	—	:23-32 exactly live.
stale	F6	RuleOptionsParserFactory.php	UNCHANGED	file_unchanged=true	—	:24-40 exactly live.
stale	F7	RuleOptionsParser.php	UNCHANGED	file_unchanged=true (0 diff, confirmed byte-for-byte)	—	:88-92 and :123-156 exactly live (:123-156's own upper bound already stopped 3 lines short of the real function close at freeze — pre-existing, not drift).
stale	F8	RuleInputValidator.php	UNCHANGED	file_unchanged=true	—	:38-43 and :43 exactly live.
stale	F9	ThresholdOverride.php	UNCHANGED	file_unchanged=true	—	:22-33 and :51-54 exactly live.
stale	F10	AbstractRule.php	UNCHANGED	file_unchanged=true	—	:123-126 and :118-121 exactly live.
stale	F11	LongParameterListRule.php	UNCHANGED	file_unchanged=true	—	:179-182 exactly live.
stale	F12	LongParameterListOptions.php	CHANGED (+10/-9): acceptedOptionKeys() now returns RuleOptionKeySet::of([key => RuleOptionShape, ...]) instead of RuleOptionKeySet::of('key', 'key', ...); +1 use-import	SHIFTED	withVoOverride() def +1 line (new `use RuleOptionShape` import pushed everything down)	LongParameterListOptions.php:133	Behaviourally the same method; only the file's import list grew.
stale	F13	FindingConfigurationResolver.php	UNCHANGED	file_unchanged=true	—	:43-56, :64-78, :66 all exactly live.
stale	F14	CliOptionsParser.php	UNCHANGED	file_unchanged=true	—	:55-56 exactly live.
stale	F15	RuleOptionThresholdModeResolver.php	UNCHANGED	file_unchanged=true	—	:84-91 (evictOverriddenMode), :104-118 (evictUsingDeclaredGroups), :88-90 (branch decision) all exactly live — confirmed additionally by full Read.
stale	F16	RuleThresholdKeyGroupRegistry.php	UNCHANGED	file_unchanged=true	—	:120-249 (GROUPS), :115 (LONE_THRESHOLD) exactly live — confirmed additionally by re-running groups.php: RULES=22, GROUP_ENTRIES=33, SWITCHABLE=30, matching the frozen tsv's numbers exactly.
stale	F17	DuplicationDetector.php	UNCHANGED	file_unchanged=true	—	:117-123 exactly live; Serena confirms the `all()` call still at line 118.
stale	F18	FindingExclusionLedger.php	UNCHANGED	file_unchanged=true	—	:168-173, :90, :139, :221 all exactly live; Serena confirms the `all()` call still at line 169.
stale	F19	UnboundSuppressionAudit.php	UNCHANGED	file_unchanged=true	—	:161-184 exactly live; Serena confirms the `all()` loop still at line 161.
stale	F20	RuleExclusionLedgerAttributor.php	UNCHANGED	file_unchanged=true	—	:67-68, :116-131 exactly live; Serena confirms the `all()` call still at line 67.
stale	F21	RuleOptionsRegistry.php	UNCHANGED	file_unchanged=true	—	:119-122 (all()), :58-63 (replace()) exactly live.
stale	F22	BaselineConfiguredThresholds.php	UNCHANGED	file_unchanged=true	—	:135 exactly live; Serena confirms create() call still at line 135, still the only src/ call site.
stale	F23	OutputConfigurator.php	CHANGED (+2/-1): OutputFormatResolver registration gained a constructor argument, unrelated to axis C	SHIFTED	+1 line (an edit at line ~222, upstream of the cited block, pushed everything after it down by one)	OutputConfigurator.php:518-521	Same registration block (BaselineConfiguredThresholds wired with RuleOptionsFactory), one line further down.
stale	F24	RuleOptionsCompilerPass.php	UNCHANGED	file_unchanged=true	—	:43-80, :72, :78 exactly live.
stale	F25	ComputedMetricsConfigurator.php	UNCHANGED	file_unchanged=true	—	:118 exactly live.
stale	F26	AnalysisRuntimeConfigurator.php	UNCHANGED	file_unchanged=true	—	:77 exactly live.
stale	F27	ConfigurationInputAdapter.php	CHANGED (+9/-2): put() no longer treats '' as "nothing written" (--format= now reaches validation instead of being silently dropped) — the X18 fix for a different silent-acceptance bug	LIVE (unaffected)	the diff hunk starts at line 87, after the cited :70-80 range	ConfigurationInputAdapter.php:70-80	Cited range untouched; the file changed further down.
##
## STALENESS TOTAL: 55 distinct file:line sub-references enumerated above.
## 46 LIVE (exact line, unchanged) | 9 SHIFTED (line moved, code equivalent — one of the nine,
## R5, also NARROWED in what it claims) | 0 DEAD (file or construct gone).
## No reference pointed at a construct that no longer exists or now means something contradictory;
## the one semantic change (R5) is a narrowing of an already-broad "whole method" citation, not a
## reversal.
#
## ── 2. LIVING MECHANISMS TODAY (file:line as of 02a6ca66) ─────────────────────────────
mech	M1	RuleOptionThresholdModeResolver::evictOverriddenMode	RuleOptionThresholdModeResolver.php:84-91	declaredGroups = RuleThresholdKeyGroupRegistry::groupsFor($ruleName,$path); declaredGroups !== [] ? evictUsingDeclaredGroups(...) : evictUsingHeuristic(...)	Byte-identical to freeze.
mech	M2	  declared-group branch: evictUsingDeclaredGroups	RuleOptionThresholdModeResolver.php:103-120	overlay has graduated key -> remove group's threshold keys from base; overlay has threshold key -> remove group's warning+error keys from base. Per group, both directions independent.	Byte-identical to freeze.
mech	M3	  heuristic branch: evictUsingHeuristic	RuleOptionThresholdModeResolver.php:169-201	heuristicClassify(key): normalize (strtolower, strip _ and -), then str_ends_with() against HEURISTIC_MARKERS=['threshold','warning','error'] (declared at line 68); a key COUNTS AS a `threshold`-mode key purely by ENDING in the substring "threshold" after that fold — no prefix/word-boundary check, so e.g. a hypothetical `warningThreshold` would misclassify as `threshold`, not `warning` (per the class's own docblock, lines 44-59). Not exercised today: 22/22 registry-declared rules never reach it (groups.php confirms all 22 rule keys covered).	Byte-identical to freeze; docblock explicitly says the heuristic's own reach was never measured, only inferred.
mech	M4	RuleThresholdKeyGroupRegistry::GROUPS	RuleThresholdKeyGroupRegistry.php:120-249	Re-measured via reflection (groups.php): RULES=22, GROUP_ENTRIES=33, SWITCHABLE=30 (identical to the frozen tsv's numbers). Non-switchable 3 = complexity.ccn/cognitive/npath top level (LONE_THRESHOLD, empty warning/error).	48 rule classes exist (counts.php, re-measured) — 22 have an entry, 26 have none and fall back to M3.
mech	M5	RuleOptionsFactory: fold written spellings — normalizeKeys()	RuleOptionsFactory.php:273-283	ConfigKeySpelling::normalize() per key, applied to file-sourced options only (CLI options are already normalized earlier, at parse time in RuleOptionsParser).	Shifted -4 lines from freeze; body identical.
mech	M6	RuleOptionsFactory: expand dot notation — expandDotNotation()	RuleOptionsFactory.php:294-322	explode('.', $key), build nested array, no depth limit. Applied to CLI options only.	Shifted -4 lines; body identical.
mech	M7	RuleOptionsFactory: deepMerge()	RuleOptionsFactory.php:347-361	Calls RuleOptionThresholdModeResolver::evictOverriddenMode() first (M1), then merges recursively, path tracked via dot-joined nesting.	Shifted -56 lines; body identical.
mech	M8	RuleOptionsFactory: substitute defaults (whole-array fallback)	RuleOptionsFactory.php:58 (extractDefaults call), :123 ($merged = $userConfig === [] ? $defaults : $userConfig)	Whole constructor-defaults array used ONLY when $userConfig (after framework-key extraction) is entirely empty; never merged key-by-key.	Shifted -2 / -1 lines; logic identical.
mech	M9	RuleOptionsFactory: `threshold` shorthand expansion — NOT here	ThresholdParser::parse(), src/Analysis/Finding/Contract/Rule/ThresholdParser.php:79-84	`threshold`-keyed value copied into BOTH warning and error slots, per-key, AFTER $optionsClass::fromArray($merged) is called on the already-merged, already-evicted array — i.e. per RULE, per INVOCATION, not once centrally in the factory. Factory only ever sees the raw `threshold` key surviving the merge; it never expands it.	ThresholdParser.php changed (+5/-3: InvalidArgumentException -> ConfigurationRefusal) since freeze, but the expansion logic itself (lines 79-84) is untouched. NOT cited by the frozen tsv at all — it is the missing 5th step the task's framing assumed lived in RuleOptionsFactory.
mech	M10	RuleOptionKeySet — per-key SHAPE declaration (new since freeze, commit db6ce2c9 pre-dates 6a833ab8 for the class itself, but +59 net lines and the `shapes` field are new in 02a6ca66)	RuleOptionKeySet.php (whole file, 197 lines)	::of(array $accepted) now takes normalized-key => RuleOptionShape, not a bare list of key names; shapeOf($key) exposes the declared shape; alsoAnsweredByTheClass() and withLevelSlots() unchanged in spirit. NO notion of "these N keys are alternate spellings of one mode slot" exists here — shape is per-key, group is per-(rule,path) in a wholly separate registry (M4).	This is the mechanism the proposed cure would have to extend to also carry mode-group membership.
mech	M11	RuleOptionKeyRecognition — refusal by declared shape (NEW responsibility since freeze, +98/-10 lines)	RuleOptionKeyRecognition.php:71-88 (refuseMalformedFrameworkKeys), :118-153 (refuseUnknownKeys), :222-240 (refuseWrongShape)	refuseUnknownKeys() now ALSO calls refuseWrongShape() for every key it recognises (not just refusing unrecognised keys as at freeze); refuseWrongShape() checks RuleOptionShape::matches($written) and refuses on mismatch. This is the mechanism that replaced RuleOptionsFactory's removed validateNumericFields() prefix heuristic (see R5 above).	Entirely new surface since freeze; not in the frozen tsv at all (it predates the freeze only as a bare "refuse unknown keys" walk).
mech	M12	RuleOptionsRegistry::all() (R0, no-eviction reader)	RuleOptionsRegistry.php:119-122	array_replace_recursive(configFileOptions, cliOptions), no eviction, no dot expansion, no key folding.	Byte-identical to freeze.
mech	M13	  consumers of all() in src/ TODAY (Serena find_referencing_symbols, re-run)	DuplicationDetector.php:118, FindingExclusionLedger.php:169, RuleExclusionLedgerAttributor.php:67, UnboundSuppressionAudit.php:161	Exactly the same 4 as the frozen tsv's R1-R4 — no new consumer since freeze, none removed.	Plus 4 test files (RuntimeConfigurationIsolationTest, RuntimeConfiguratorTest x3 methods) asserting `->all() === []` on a freshly-reset registry — these assert emptiness, not the no-eviction merge semantics.
mech	M14	RuleOptionsFactory::create() (R5, eviction path)	RuleOptionsFactory.php:41-90	1 direct src/ caller unchanged (BaselineConfiguredThresholds.php:135); DI string route unchanged (2 configurators); PLUS a call site outside src/ AND tests/ that the frozen tsv's scope statement did not name: scripts/promise-effect/InProcess.php:299 (measurement tooling for the finding-gate).	Re-run via Serena today; test-file list matches the frozen tsv's R9 exactly (7 files) plus the one scripts/ site.
#
## ── 3. SURFACE OF THE PROPOSED CURE (estimate only — not implemented) ────────────────
## Direction: one resolved rule-options document, built once in order
## [fold spellings -> expand dot notation -> expand `threshold` shorthand -> merge],
## read by every consumer; RuleOptionsRegistry::all() as a separate no-eviction path disappears;
## mode-group declarations move from RuleThresholdKeyGroupRegistry to
## acceptedOptionKeys()/RuleOptionKeySet; RuleThresholdKeyGroupRegistry and the prefix heuristic
## (M3) are retired.
surface	S1	Files to touch, with role	RuleOptionsFactory.php — becomes the one-document builder; loses/relocates deepMerge, expandDotNotation, normalizeKeys are reused, extractDefaults reused	MAJOR	Central rewrite.
surface	S2	Files to touch	RuleOptionThresholdModeResolver.php — the group source (RuleThresholdKeyGroupRegistry::groupsFor) must be swapped for a per-optionsClass lookup; but evictOverriddenMode currently receives only $ruleName, never $optionsClass — deepMerge()/create() must start threading $optionsClass through the whole merge recursion	MAJOR	New parameter through a recursive private method; today's signature is deepMerge(base, override, ruleName, path) with NO optionsClass.
surface	S3	Files to touch	RuleThresholdKeyGroupRegistry.php — retired (or reduced to a temporary shim while 22 rules migrate); its 33 GROUP_ENTRIES / 30 switchable groups must each become part of some Options class's acceptedOptionKeys() declaration	MAJOR	22 rule classes to touch, one PHP file each, to move their group declaration.
surface	S4	Files to touch	RuleOptionKeySet.php — needs a THIRD notion beside accepted/answered-by-the-class: which accepted keys are alternate spellings of one mode slot (today only per-key shape, M10)	MAJOR	New concept, new invariant (disjointness across accepted/answered already enforced at index(); a group invariant would be a fourth check).
surface	S5	Files to touch	RuleOptionShape.php — plausibly unaffected (shape is orthogonal to grouping) unless the group concept is folded into shape itself	MODERATE (design choice, not forced)	—
surface	S6	Files to touch	RuleOptionKeyRecognition.php — refuseUnknownKeys()/refuseWrongShape() would need to consult the new group declaration to decide legality once threshold expansion happens earlier	MODERATE	Already reads acceptedOptionKeys(); would gain a group-aware step.
surface	S7	Files to touch	ThresholdParser.php — parse() no longer receives a raw, unexpanded config; if expansion happens upstream, ~25 rule files' fromArray() call sites (M9's "25 rule files reach the applier" from the frozen tsv, unchanged count) must be re-derived to stop calling ThresholdParser::parse() themselves	MAJOR — the single biggest hidden cost	25 Options::fromArray() implementations currently call ThresholdParser::parse() directly, each with its own warningKey/errorKey/thresholdKey/legacyKeys tuple (candidateKeys()). Centralizing expansion in RuleOptionsFactory means either (a) ThresholdParser::parse() becomes a no-op passthrough for an already-expanded array in 25 places, or (b) each of those 25 fromArray() bodies is rewritten to stop calling it. Neither is a small patch.
surface	S8	Files to touch	RuleOptionsRegistry.php — all()/configFileOptions()/cliOptions() shape changes; interface RuleConfigurationInterface declares all() (line 25) and is injected into ~13 classes across src/ (only 4 call all() today, per M13) — removing the method is an interface-contract break even though only 4 call sites use it	MAJOR (contract break)	RuleOptionsRegistry is the ONLY implementor in src/; one test double also implements RuleConfigurationInterface directly (tests/Reporting/FindingProjection/Unit/SuppressionCompositionBuilderTest.php) and would need its own all()-shaped method updated or removed.
surface	S9	Channels deciding "this key is a threshold-mode key" TODAY, enumerated by channel	direct static call: RuleThresholdKeyGroupRegistry::groupsFor($ruleName,$path) — src	—	Primary, declared.
surface	S10	  channel 2	string identifier: none found — GROUPS is keyed by literal rule-name strings ('complexity.ccn' etc.), not by class-string or attribute	—	A rename of a rule's slug string silently orphans its GROUPS entry; not attribute- or reflection-checked (RuleThresholdKeyGroupRegistryDriftTest exists specifically to catch this by executing the real Options class, per that file's own purpose stated in the registry's docblock).
surface	S11	  channel 3	DI: none — RuleThresholdKeyGroupRegistry is a static const-only class, never a service	—	Not container-wired at all.
surface	S12	  channel 4	reflection: none — heuristicClassify() is a runtime string-suffix match, not reflection over any declaration	—	—
surface	S13	  channel 5	attribute: none — no #[...] attribute carries mode-group membership; #[CliAlias] carries an alias->option-name pair only, no mode information	—	Confirms the frozen tsv's TD1 measurement (0/80 CliAlias-declared keys are a `threshold` key).
surface	S14	  channel 6	test: RuleThresholdKeyGroupRegistryDriftTest.php pins every declared group against the real Options class end-to-end	tests/Analysis/Finding/Unit/RuleThresholdKeyGroupRegistryDriftTest.php	This is the regression net the registry's own docblock (lines 41-45) cites as the reason drift fails a test rather than misbehaving silently.
surface	S15	  channel NOT COVERED	the fallback heuristic (M3) is a SEVENTH de-facto channel: for the 26/48 rule classes with NO registry entry, "is this a threshold-mode key" is decided by string-suffix matching at merge time, not by any of channels 1-6 above, and not by any declaration at all	RuleOptionThresholdModeResolver.php:169-246	This channel was explicitly named as "not measured" by the frozen tsv itself (ЧЕГО ЭТОТ СПОСОБ НЕ ВИДИТ) and remains unmeasured today — the cure would either have to declare groups for all 26 of those rules too, or keep the heuristic alive as a permanent fallback, which contradicts "one document, one resolution order."
surface	S16	Tests that pin CURRENT behaviour and would flip	tests/Analysis/Finding/Unit/RuleOptionsFactoryTest.php	~60 call sites of ->create(), incl. itLetsACliThresholdEvictConfigFileWarningAndError, itLetsACliThresholdEvictPresetSuppliedWarningAndError, itLetsCliWarningAndErrorEvictAConfigFileThreshold, itScopesTheCliThresholdEvictionToItsOwnNestedLevel, itStillThrowsWhenThresholdAndWarningComeFromTheSameLayer, itThrowsWhenUserExplicitlyMixesThresholdAndWarningThroughTheFactory — these assert the CURRENT two-step (merge-time eviction, then fromArray-time parse) division of labour.
