# Every authored `@qmx-threshold` site in src/ — the population the threshold
# audit must classify as live or dead.
#
# Do not hand-edit. Regenerate with:
#   php scripts/enumerate-inline-directives.php src --write
#
# ROW COUNT: whatever the last line of a fresh run reports — deliberately not
# repeated in prose elsewhere. `composer enumeration:directives:check` fails
# when this file and the tree disagree. The same scan over tests/ is an
# independent population and is not recorded here. Backticked examples are not
# directives.
#
# HOW THIS WAS PRODUCED
# Token-level, not line-level: only T_DOC_COMMENT tokens are read, backtick-
# delimited regions are blanked first — every character of them but the line
# breaks becomes a space, which is what the product does too (AGENTS.md §8) —
# and what remains is read word by word: a word ending in the tag, then the
# next word cut to the characters a channel is made of. The measure is
# deliberately not the product's own pattern: a copy of it could not disagree
# with the original, and disagreeing is the only reason a second measure of the
# same population is run at all.
# Two cruder probes were run first and both were wrong in both directions. A
# plain grep counts 127 occurrences of the tag in `src/**/*.php` and 136 in
# `src/**` — the second number is the one AUDIT.md quotes as "136 directives",
# and most of it is docblock prose, format documentation, README text and
# error-message literals; over `tests/` the same grep counts 102. A second grep
# filtered on "the next token looks like a channel" counts 49 in src and 73 in
# tests, admitting the backticked examples in DataClassOptions and GodClassOptions
# that the product does not treat as directives. Neither number is a count of
# directives, and quoting them side by side without saying which probe produced
# which is how the first revision of this header got them mixed.
#
# WHAT THIS METHOD DOES NOT SEE
# - Which declaration each site binds to, and therefore how many overrides one
#   site materialises. A class docblock binds to the class and to every method in
#   it; the count here is authored sites, which is the unit a reader edits.
# - Whether the channel and level a site names address anything. That is
#   DirectiveAddressability's answer, published today as annotation.* findings.
# - Whether the site changes any decision. That is precisely what the product
#   cannot answer today and what this step adds.
# - The `values` column carries the reason text with backticked spans blanked
#   out to spaces, because the blanking runs before the match; it is a locator,
#   not a quotation.
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Score/HealthScore.php	11	code-smell.constructor-overinjection	warning=9 error=9 — Eight published facts about one score, not eight injected collaborators: this record has no behaviour to split and every field is read by a formatter.
src/Analysis/Evidence/Measurement/Contract/CallableWithMetrics.php	26	code-smell.constructor-overinjection	warning=9 error=9 -- Exact callable measurement record carries eight independent facts about one declaration; bundling them would recreate the prohibited array record.
src/Analysis/Evidence/Measurement/Contract/VisitorCallableScope.php	14	code-smell.constructor-overinjection	warning=14 error=14 -- Exact immutable callable scope exposes thirteen independent identity fields, in-run join position beside durable ordinal; bundling them would recreate the prohibited array record. One field of headroom, as before.
src/Analysis/Finding/Contract/Finding.php	14	code-smell.constructor-overinjection	warning=17 error=17 — Finding is a flat immutable transport VO; its 15 constructor parameters mirror independent public fields that a parameter bundle would obscure.
src/Analysis/Run/Contract/Pipeline/AnalysisResult.php	46	code-smell.constructor-overinjection	warning=9 error=9 -- Transport VO for one pipeline
src/Infrastructure/Console/ResultPresenter.php	35	code-smell.constructor-overinjection	warning=10 error=10 -- Raw 9 gets one-edge
src/Infrastructure/Console/RuntimeConfigurator.php	28	code-smell.constructor-overinjection	warning=9 error=10 -- This class composes a run's unrelated per-run concerns (logging, progress, profiling, cache, parallelism, limits) and the eighth is the autoload anchor DIT's ancestor walk needs before the pipeline starts. Splitting the composition is its own subject, not this metric's campaign; the ceiling is one slot: a ninth parameter reports again.
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Score/HealthScore.php	12	code-smell.long-parameter-list	warning=9 error=9 — Same reason: the eighth field is what a score covers, which belongs to the score and to nothing else.
src/Analysis/Evidence/Measurement/Contract/CallableWithMetrics.php	27	code-smell.long-parameter-list	warning=9 error=9 -- Exact callable measurement record carries eight independent facts about one declaration; bundling them would recreate the prohibited array record.
src/Analysis/Evidence/Measurement/Contract/VisitorCallableScope.php	15	code-smell.long-parameter-list	warning=14 error=14 -- Exact immutable callable scope constructor mirrors thirteen readonly identity fields, in-run join position beside durable ordinal; bundling them would recreate the prohibited array record. One field of headroom, as before.
src/Analysis/Evidence/Measurement/Visitor/VisitorLexicalScope.php	112	code-smell.long-parameter-list	warning=9 error=9 -- Sole mutable traversal scope atomically validates and constructs callable identity from eight context inputs.
src/Analysis/Run/Contract/Pipeline/AnalysisResult.php	55	code-smell.long-parameter-list	warning=9 error=9 -- Same VO, same unsplit shape; see the
src/Infrastructure/Console/RuntimeConfigurator.php	29	code-smell.long-parameter-list	warning=9 error=10 -- Same constructor, same reason: the list is the composition, and a ninth parameter reports again.
src/Analysis/Evidence/Complexity/NpathExpressionCalculator.php	52	complexity.ccn	warning=15 error=15 -- Finite php-parser expression dispatch preserves the closed NPath contribution algebra (grew by one arm for the       assignment-coalesce operator).
src/Core/Symbol/MetricSubjectCodec.php	68	complexity.ccn	warning=13 error=13 — Canonical finite wire grammar keeps four closed subject shapes and exact validation together.
src/Reporting/Formatter/Html/HtmlFindingPartitioner.php	74	complexity.ccn	warning=11 error=11 — Finite attachment projection keeps node lookup, magnitude normalization, and payload fields together.
src/Core/Symbol/MetricSubjectCodec.php	69	complexity.npath	warning=289 error=289 — Canonical finite wire grammar keeps four closed subject shapes and exact validation together.
src/Analysis/Evidence/Complexity/NpathExpressionCalculator.php	30	complexity.wmc	warning=52 error=52 -- Finite php-parser expression algebra keeps exact NPath composition and saturation together (grew by one arm for the       assignment-coalesce operator).
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Summary/HealthSummaryBuilder.php	31	complexity.wmc	warning=62 error=62 — Publishing what a score covers cost this class one short method, and WMC charges a method's existence: the same code inline scored 60 and the extraction that made each method simpler scored 61. One-method headroom, not a licence to grow.
src/Analysis/Evidence/Coupling/CboRule.php	41	coupling.cbo	22 -- Raw CBO 21: this hierarchical rule's own dependencies plus
src/Analysis/Evidence/Coupling/DistanceRule.php	51	coupling.cbo	21 -- Raw CBO 20: this hierarchical rule's own dependencies plus
src/Analysis/Evidence/Measurement/Contract/AbstractCollector.php	18	coupling.cbo	27 -- Measurement collector base is a stable provider-owned extension hub; current raw CBO 26 gets one-edge headroom.
src/Analysis/Evidence/Measurement/Contract/AggregationStrategy.php	10	coupling.cbo	38 -- Aggregation definitions and consumers intentionally share this provider-owned enum; current raw CBO 37 gets one-edge headroom.
src/Analysis/Evidence/Measurement/Contract/DeclarationIndexAwareInterface.php	16	coupling.cbo	23 -- Every producer of declaration identity implements this one-method promise; its fan-in is the point of it, and raw CBO 22 gets one-edge headroom.
src/Analysis/Evidence/Measurement/Contract/MetricBag.php	14	coupling.cbo	68 -- Stable Measurement contract fan-in has raw CBO 67 after the declaration-index delivery edge and one-edge headroom.
src/Analysis/Evidence/Measurement/Contract/MetricDefinition.php	21	coupling.cbo	33 -- Collector and aggregation consumers intentionally share this provider-owned definition; current raw CBO 32 gets one-edge headroom.
